=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.393620787753594e-06,45040.0,0.24292868028042186,4.116434497753257,123.49303493259772,101점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,2.089497316393398e-05,45040.0,0.9411095913035864,1.062575505807821,31.87726517423463,101점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.7184154752932112e-06,45040.0,0.16747743300720624,5.9709537102647845,179.12861130794354,101점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,1.5339997390762564e-05,45040.0,0.6909134824799459,1.4473592213175916,43.42077663952775,101점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,9.414913517312822e-07,45040.0,0.042404770481976946,23.582252388915162,707.4675716674549,101점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,2.9177704410810548e-06,45040.0,0.13141638066629072,7.609401468294336,228.2820440488301,101점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,8.818927131733661e-07,45040.0,0.039720447801328405,25.17594980302705,755.2784940908115,101점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,3.1346872819079115e-06,45040.0,0.14118631517713234,7.082839429199637,212.4851828759891,101점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
