=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.355458563650585e-06,45040.0,0.24120985370682235,4.145767615345625,124.37302846036876,61점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,2.068666546290618e-05,45040.0,0.9317274124492944,1.0732752805578971,32.19825841673691,61점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.694349925040954e-06,45040.0,0.16639352062384458,6.009849399488562,180.29548198465687,61점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,1.5197379340268424e-05,45040.0,0.6844899654856899,1.4609417967003144,43.82825390100943,61점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,9.026283971919116e-07,45040.0,0.0406543830095237,24.597593813334715,737.9278144000414,61점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,2.7667163681779745e-06,45040.0,0.12461290522273598,8.024851023355703,240.74553070067108,61점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,8.439081085399612e-07,45040.0,0.038009621208639856,26.30912827336182,789.2738482008547,61점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,2.9804395768352455e-06,45040.0,0.13423899854065946,7.449400031817962,223.48200095453888,61점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
