=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.485322624961916e-06,45040.0,0.2470589310282847,4.047617286442134,121.42851859326402,301점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,2.1216078024110635e-05,45040.0,0.955572154205943,1.046493449603474,31.394803488104216,301점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.7782463563147038e-06,45040.0,0.17017221588841425,5.876399944487545,176.29199833462636,301점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,1.5548461674888573e-05,45040.0,0.7003027138369813,1.427953912274547,42.83861736823641,301점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,9.662097048374805e-07,45040.0,0.04351808510588012,22.978952257825355,689.3685677347606,301점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,2.9892917317297296e-06,45040.0,0.13463769959710703,7.427340210003759,222.82020630011277,301점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,9.071052010154592e-07,45040.0,0.04085601825373628,24.476198189199458,734.2859456759837,301점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,3.221205920431639e-06,45040.0,0.14508311465624102,6.892600854133808,206.77802562401422,301점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
