=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.386548094778299e-06,45040.0,0.24261012618881458,4.12183949495058,123.65518484851741,2000점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.779100338372687e-06,45040.0,0.2152506792403058,4.645746083261369,139.37238249784107,2000점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.7046572739130644e-06,45040.0,0.16685776361704444,5.993128388650239,179.79385165950717,2000점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,3.873148088293592e-06,45040.0,0.1744465898967434,5.732413574790482,171.97240724371446,2000점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,9.342549249729642e-07,45040.0,0.04207884182078231,23.764912643249374,712.9473792974812,2000점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,4.6612455557118545e-07,45040.0,0.02099424998292619,47.632089777594395,1428.9626933278319,2000점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,8.780970073123313e-07,45040.0,0.0395494892093474,25.284776617637153,758.5432985291145,2000점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,6.607102852445963e-07,45040.0,0.02975839124741662,33.603967085647206,1008.1190125694162,2000점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
