=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.216323148816533e-06,45040.0,0.23494319462269664,4.256348014701743,127.69044044105229,300점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.535454284433102e-06,45040.0,0.20427686097086692,4.895317047889313,146.8595114366794,300점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.5800110978127132e-06,45040.0,0.16124369984548462,6.2017926961380345,186.05378088414102,300점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,3.6856961886412267e-06,45040.0,0.16600375633640085,6.023960072165685,180.71880216497053,300점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,8.573731214559252e-07,45040.0,0.03861608539037487,25.895944394437553,776.8783318331265,300점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,4.0031252911480254e-07,45040.0,0.018030076311330707,55.462882282509604,1663.8864684752882,300점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,8.074647931050804e-07,45040.0,0.03636821428145282,27.496538385443444,824.8961515633033,300점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,5.830477124881319e-07,45040.0,0.02626046897046546,38.080051088374574,1142.4015326512372,300점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
