=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.0560666017075885e-06,45040.0,0.22772523974090977,4.391256766872797,131.7377030061839,30점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.308642997506547e-06,45040.0,0.19406128060769487,5.1530114449855295,154.59034334956587,30점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.4610027287782625e-06,45040.0,0.15588356290417293,6.415044545875147,192.4513363762544,30점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,3.508657802839976e-06,45040.0,0.15802994743991253,6.327914526328805,189.83743578986414,30점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,7.876138995351344e-07,45040.0,0.03547413003506245,28.189556699814908,845.6867009944473,30점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,3.4410757351785055e-07,45040.0,0.015498605111243988,64.521935543381,1935.6580663014302,30점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,7.444357766088412e-07,45040.0,0.03352938737846221,29.82458309519713,894.737492855914,30점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,5.166217730003776e-07,45040.0,0.023268644655937008,42.976289112947946,1289.2886733884384,30점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
