=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.393620787753594e-06,45040.0,0.24292868028042186,4.116434497753257,123.49303493259772,101점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.809668796659041e-06,45040.0,0.21662748260152323,4.616219456510309,138.48658369530926,101점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.7184154752932112e-06,45040.0,0.16747743300720624,5.9709537102647845,179.12861130794354,101점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,3.906031928382515e-06,45040.0,0.17592767805434847,5.684153915173455,170.52461745520364,101점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,9.414913517312822e-07,45040.0,0.042404770481976946,23.582252388915162,707.4675716674549,101점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,4.779217145405554e-07,45040.0,0.021525594022906613,46.45632538344089,1393.6897615032267,101점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,8.818927131733661e-07,45040.0,0.039720447801328405,25.17594980302705,755.2784940908115,101점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,6.696257688112487e-07,45040.0,0.03015994462725864,33.15655954806354,994.6967864419062,101점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
