=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.400746287110548e-06,45040.0,0.24324961277145907,4.111003461039556,123.33010383118668,6001점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.79969786781326e-06,45040.0,0.21617839196630922,4.625809225909346,138.77427677728036,6001점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.715326613164972e-06,45040.0,0.16733831065695035,5.975917864080967,179.277535922429,6001점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,3.889346614346677e-06,45040.0,0.17517617151017434,5.708538960402611,171.2561688120783,6001점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,9.399548854998346e-07,45040.0,0.04233556804291255,23.620800339477462,708.6240101843239,6001점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,4.7115358811899974e-07,45040.0,0.02122075760887975,47.12367100322345,1413.7101300967036,6001점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,8.832196178438672e-07,45040.0,0.03978021158768778,25.138126724029444,754.1438017208833,6001점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,6.66462477629436e-07,45040.0,0.0300174699924298,33.31393352778209,999.4180058334628,6001점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
