=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.354479570487825e-06,45040.0,0.24116575985477165,4.146525612102618,124.39576836307855,1000점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.73280763496171e-06,45040.0,0.21316565587867545,4.691187217180784,140.73561651542352,1000점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.681057013567425e-06,45040.0,0.1657948078910768,6.031551969088054,180.94655907264163,1000점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,3.837380426699272e-06,45040.0,0.1728356144185352,5.785844563137435,173.57533689412304,1000점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,9.208621929434407e-07,45040.0,0.04147563317017257,24.11054210786963,723.3162632360888,1000점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,4.5435194960789486e-07,45040.0,0.020464011810339584,48.866273596203804,1465.988207886114,1000점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,8.65962632076543e-07,45040.0,0.0390029569487275,25.63908170640959,769.1724511922877,1000점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,6.471390219202495e-07,45040.0,0.02914714154728804,34.30868163787552,1029.2604491362658,1000점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
