=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.86145873032146e-06,45040.0,0.26400010121367856,3.7878773356628823,113.63632006988647,151점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,5.3911806152692225e-06,45040.0,0.2428187749117258,4.1182976907924,123.54893072377202,151점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,4.0513128156277625e-06,45040.0,0.1824711292158744,5.480319019766351,164.40957059299052,151점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,4.350338644147434e-06,45040.0,0.19593925253240044,5.103622613006755,153.10867839020267,151점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,1.06869324263394e-06,45040.0,0.04813394364823266,20.775359843940755,623.2607953182227,151점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,5.795816325229993e-07,45040.0,0.02610435672883589,38.30778173879922,1149.2334521639766,151점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,9.9987161696908e-07,45040.0,0.04503421762828736,22.205337467034614,666.1601240110384,151점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,7.925767029627507e-07,45040.0,0.03569765470144229,28.01304478861456,840.3913436584369,151점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
