=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.401904063130598e-06,45040.0,0.24330175900340215,4.11012236038136,123.3036708114408,1501점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.8014572595348596e-06,45040.0,0.21625763496945008,4.624114196667629,138.72342590002887,1501점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.716807214993088e-06,45040.0,0.16740499696328867,5.973537338430205,179.20612015290615,1501점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,3.89150581449424e-06,45040.0,0.1752734218848206,5.705371580279532,171.16114740838597,1501점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,9.403758947256856e-07,45040.0,0.04235453029844488,23.61022523337289,708.3067570011867,1501점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,4.715037170254327e-07,45040.0,0.021236527414825488,47.08867793996712,1412.6603381990137,1501점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,8.83475742653812e-07,45040.0,0.039791747449127696,25.130839033356445,753.9251710006934,1501점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,6.667622705329312e-07,45040.0,0.03003097266480322,33.29895475453634,998.9686426360902,1501점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
