=== (a) 베어링 손상 ===
bearing,standard,life_basis,sample_damage,scale_factor,damage_30yr,SF_fatigue,equiv_life_years,note
Main Bearing_UW,ISO281,basic,5.122277369830317e-06,45040.0,0.2307073727371575,4.334495201153755,130.0348560346127,100점 표본(1 DLC)
Main Bearing_UW,ISO281,modified,4.400649341281244e-06,45040.0,0.1982052463313072,5.045275130247885,151.35825390743653,100점 표본(1 DLC)
Main Bearing_UW,ISO16281,basic,3.5114348560752337e-06,45040.0,0.15815502591762853,6.322910032089827,189.6873009626948,100점 표본(1 DLC)
Main Bearing_UW,ISO16281,modified,3.5827605775995975e-06,45040.0,0.16136753641508586,6.197033320430071,185.91099961290215,100점 표본(1 DLC)
Main Bearing_DW,ISO281,basic,8.164325371099051e-07,45040.0,0.03677212147143012,27.194514756972723,815.8354427091817,100점 표본(1 DLC)
Main Bearing_DW,ISO281,modified,3.6680162004606385e-07,45040.0,0.016520744966874716,60.52995806212565,1815.8987418637696,100점 표본(1 DLC)
Main Bearing_DW,ISO16281,basic,7.703807310544151e-07,45040.0,0.03469794812669086,28.82014799113627,864.604439734088,100점 표본(1 DLC)
Main Bearing_DW,ISO16281,modified,5.43505300430252e-07,45040.0,0.02447947873137855,40.8505430598965,1225.516291796895,100점 표본(1 DLC)

=== (b) 샤프트 임계점 (DIN743 무한수명 피로 SF 최소) ===
min_shaft_DIN743_SF_inf,crit_index,crit_t_s,crit_rpm,crit_force_x_N,crit_force_y_N,crit_axial_load_N,crit_moment_x_Nm,crit_moment_y_Nm,crit_Moment_z_Nm,crit_shaft_SF_offset_m
,,,,,,,,,,
