n_dlc,sumD30_UW_ref,sumD30_DW_ref,sumD30_UW_scr,sumD30_DW_scr,life_UW_ref,life_Sys_ref,life_UW_scr,life_Sys_scr,bias_UW_pct,bias_Sys_life_pct,total_analysis_s,mean_per_dlc_s
111,6.750067677566148,1.2448436120765503,6.917535529591469,1.1698369022799395,4.444399883530799,3.9273327286961,4.3368046136760094,3.873829112398602,2.4809803401216524,1.381155821413338,287.59998990013264,2.590990900001195
