index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,5.98412,1.99471,4033.415,98.743,-5046.663,33257.633,-14594.933,25666.265
1,20.0,5.93053,1.97684,3966.09,151.364,-4997.246,32654.729,-32581.561,24471.185
2,40.0,6.103,2.03433,4224.021,157.474,-4968.809,35149.094,-29571.772,25194.603
3,60.0,6.04996,2.01665,3999.213,162.16,-4969.006,37267.63,-33577.39,20124.301
4,80.0,6.11642,2.03881,4178.81,145.46,-5041.414,36869.644,-22089.25,29287.696
5,100.0,5.98979,1.9966,3962.619,153.578,-5060.216,33408.134,-16148.508,34443.666
6,120.0,6.0002,2.00007,4020.26,152.753,-5018.276,33640.681,-25002.984,22298.179
7,140.0,5.83964,1.94655,3692.057,111.193,-4952.713,32129.986,-33396.099,16365.707
8,160.0,5.72546,1.90849,3790.053,118.978,-4968.524,30579.451,-33329.887,18913.812
9,180.0,6.13158,2.04386,4185.309,124.199,-5025.568,35478.368,-24444.441,21903.093
10,200.0,5.79874,1.93291,3657.722,73.062,-5032.901,31964.108,-16409.622,15298.317
11,220.0,5.33819,1.7794,3217.594,57.102,-5047.44,26594.689,-18126.341,20644.578
12,240.0,5.13628,1.71209,2960.259,28.992,-5031.616,24837.251,-13116.251,16231.4
13,260.0,4.96548,1.65516,3022.622,-35.178,-5001.712,23015.133,-15522.187,4415.257
14,280.0,5.73554,1.91185,4007.156,-32.785,-4983.811,31528.588,-23274.45,1786.706
15,300.0,6.22489,2.07496,4067.777,-30.642,-4973.358,42473.238,-22292.124,5337.384
16,320.0,5.84147,1.94716,3802.831,34.458,-5022.954,32787.279,-16106.432,12156.202
17,340.0,5.41762,1.80587,3304.321,-46.44,-4997.47,27450.982,-10909.761,-1239.857
18,360.0,5.63822,1.87941,3692.725,-28.927,-5003.507,29597.235,-17778.404,4804.544
19,380.0,5.70343,1.90114,3654.556,21.033,-4999.787,30236.726,-20083.702,6874.584
20,400.0,5.85946,1.95315,3931.522,44.208,-5033.957,31981.69,-19023.665,15347.658
21,420.0,5.80285,1.93428,3748.244,70.924,-5018.884,31554.553,-21919.571,14906.511
22,440.0,5.61553,1.87184,3606.923,65.324,-5023.673,29276.207,-18887.782,16241.995
23,460.0,6.02817,2.00939,4204.401,75.18,-5047.511,37222.493,-16649.001,21240.482
24,480.0,6.084,2.028,4194.518,97.708,-4996.425,40694.38,-25101.158,18815.251
25,500.0,5.97026,1.99009,3956.828,99.467,-5007.938,33814.982,-24027.182,16193.704
26,520.0,5.74678,1.91559,3842.557,85.503,-4991.353,30822.787,-28402.269,10672.594
27,540.0,6.12192,2.04064,4041.348,49.064,-4992.379,40502.422,-15644.413,9102.864
28,560.0,6.07068,2.02356,4305.381,67.728,-5024.391,41180.68,-10604.484,10682.499
29,580.0,6.01521,2.01509,4070.294,89.932,-5066.324,33936.573,-7420.193,19686.739
