index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,5.89659,1.96553,2820.588,-159.912,-5065.55,44822.538,17336.452,20080.754
1,20.0,6.19986,2.06662,2646.342,-118.845,-5040.577,43165.075,7992.876,13840.97
2,40.0,5.99193,1.99731,2891.707,52.697,-5060.564,44609.74,-24370.17,23978.113
3,60.0,6.10235,2.03412,3331.594,89.516,-4974.309,44392.909,-29292.843,14079.034
4,80.0,6.32268,2.10756,2679.148,-69.8,-4985.537,42643.94,-19327.232,-3450.416
5,100.0,6.36455,2.12152,2675.552,-122.686,-4957.177,42150.482,-5194.82,-10704.116
6,120.0,6.03971,2.01324,2575.017,-95.068,-4976.688,44229.424,-10214.068,-5418.144
7,140.0,6.1953,2.0651,3047.361,-43.494,-5006.446,43544.522,-14758.314,8034.593
8,160.0,6.27035,2.09012,2722.562,-92.417,-4999.468,42760.912,-12976.205,5021.755
9,180.0,5.95196,1.98399,3006.581,-62.184,-5001.573,44837.217,-22825.691,3914.672
10,200.0,6.33346,2.11115,2837.914,-83.452,-5051.358,42316.893,-12028.175,11736.908
11,220.0,6.11685,2.03895,2961.301,-101.143,-5098.248,43983.063,7645.515,21583.757
12,240.0,6.33184,2.11061,2557.351,-160.424,-5036.942,42446.482,14527.44,19298.112
13,260.0,6.29522,2.09841,2649.343,-97.143,-5037.901,42687.949,-12288.729,17950.391
14,280.0,6.26122,2.08707,2804.661,-94.701,-5042.705,43431.226,-15225.662,19179.657
15,300.0,6.08683,2.02894,2317.12,-103.901,-5014.362,44231.037,-13579.157,11097.53
16,320.0,5.78886,1.92962,3070.19,-55.239,-5041.153,45081.27,-23356.205,14523.153
17,340.0,6.25589,2.0853,3211.515,-57.097,-4993.279,43260.271,-31147.999,12676.872
18,360.0,6.30902,2.10301,2852.877,-70.23,-5060.629,42550.545,-17037.452,24779.724
19,380.0,6.32304,2.10768,2697.521,49.057,-5084.072,42465.336,-25636.763,33311.773
20,400.0,5.98121,1.99374,2700.121,-54.039,-5052.307,44434.386,-20183.501,23995.844
21,420.0,6.46186,2.15395,3030.994,-49.701,-5051.641,42476.284,-27986.243,17336.875
22,440.0,6.22831,2.0761,2306.275,-97.864,-5116.632,43398.707,-17486.168,28216.64
23,460.0,6.11819,2.0394,2570.449,-98.909,-5039.642,43810.372,-14286.196,17593.793
24,480.0,6.16097,2.05366,2660.139,-123.163,-5092.001,43565.578,-8761.272,31955.34
25,500.0,6.20112,2.06704,2534.607,-125.369,-5013.871,43418.134,-7634.112,7774.902
26,520.0,6.07951,2.0265,2586.444,-50.582,-4993.362,44201.727,-13956.153,11916.677
27,540.0,6.15602,2.05201,2887.183,-93.936,-4974.753,43688.267,-13110.567,3063.14
28,560.0,6.61496,2.20499,2548.232,-93.946,-4977.826,41214.93,-16549.215,2641.845
29,580.0,6.06065,2.03032,2139.771,-163.163,-5007.802,44251.889,2821.109,11471.538
