index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.38036,2.12679,1907.338,-291.164,-5027.41,42447.09,7607.346,9479.842
1,20.0,6.25132,2.08377,1910.9,-220.313,-5052.651,42055.089,-17141.06,13460.413
2,40.0,6.89681,2.29894,2110.874,-304.682,-4958.291,39598.041,13109.132,8076.493
3,60.0,6.64625,2.21542,1466.591,-322.652,-4844.26,32950.932,23005.826,-11173.652
4,80.0,5.551,1.85033,893.97,-347.999,-4877.833,20206.457,23764.769,6146.297
5,100.0,3.89612,1.29871,424.426,-149.445,-4807.297,4231.67,-12925.37,-17848.62
6,120.0,1.56206,0.52069,461.905,-122.807,-4661.277,-40.629,-30433.685,-18750.151
7,140.0,0.26042,0.08681,495.004,168.918,-4518.33,-21.709,-34591.456,-9407.717
8,160.0,0.18449,0.0615,493.574,-135.838,-4643.982,9.223,-34239.649,8240.114
9,180.0,0.14248,0.04749,484.824,-203.002,-4646.27,-10.788,-31999.432,-7369.041
10,200.0,0.19199,0.064,495.831,-55.711,-4710.566,9.662,-29645.909,-8098.3
11,220.0,0.25761,0.08587,491.122,104.811,-4678.817,10.769,-28102.997,-6671.635
12,240.0,0.18382,0.06127,462.311,105.925,-4685.645,-9.632,-27955.224,5250.95
13,260.0,0.23831,0.07944,457.405,-70.205,-4646.691,11.383,-27824.322,-5141.786
14,280.0,0.20987,0.07031,472.304,123.565,-4602.81,-11.577,-25587.628,-9349.263
