index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.24001,2.08,2170.916,-178.276,-5028.883,43861.025,-22748.582,18538.241
1,20.0,6.13291,2.0443,2256.837,-275.269,-5085.238,44044.447,10256.795,20860.295
2,40.0,5.92451,1.97484,2330.172,-218.283,-5011.357,44968.15,18820.844,13793.568
3,60.0,6.49815,2.16605,2257.769,-200.934,-4955.132,41668.655,12082.322,-13280.661
4,80.0,6.3502,2.11673,2016.051,-135.952,-4966.628,42474.316,-15876.4,-12146.432
5,100.0,5.82498,1.94166,2134.844,-148.337,-5012.146,45088.145,-14203.451,7009.499
6,120.0,6.29408,2.09803,2486.322,-129.977,-5100.475,43746.858,-22201.761,23757.492
7,140.0,6.47908,2.15969,2018.838,-108.328,-5100.263,41872.014,-28359.482,19152.485
8,160.0,6.2883,2.0961,1907.2,-207.638,-5029.76,42551.158,-8238.805,11134.544
9,180.0,5.76211,1.9207,1943.738,-149.497,-5039.621,44978.076,-23848.284,10572.66
10,200.0,6.35186,2.11729,2456.723,-218.684,-5092.785,43185.337,-19475.197,20423.647
11,220.0,6.0184,2.00613,1932.091,-256.51,-4981.504,44424.765,8748.308,-11869.625
12,240.0,5.94869,1.9829,2254.229,-238.993,-5077.866,44843.026,16194.968,13295.425
13,260.0,6.24682,2.08227,2647.608,-137.34,-5112.512,43969.002,-18098.442,23277.737
14,280.0,6.41798,2.13933,2193.727,-284.905,-5043.339,42269.223,12512.66,18393.296
15,300.0,6.38356,2.12785,1918.321,-318.876,-5029.283,42231.577,14809.483,14811.7
16,320.0,6.12255,2.04085,2011.777,-277.937,-5015.876,44010.43,13508.93,12663.891
17,340.0,5.98215,1.99405,1957.12,-301.892,-4986.153,44843.221,20618.362,9354.277
18,360.0,5.83968,1.94656,2303.304,-253.26,-5050.396,45067.678,14223.156,17870.38
19,380.0,6.30108,2.10036,2555.19,-159.768,-5103.068,43351.498,-11807.807,20900.527
20,400.0,6.54382,2.18127,2098.505,-294.81,-5063.562,41147.522,20803.433,24663.32
21,420.0,6.06727,2.02242,1950.747,-280.016,-5008.315,44096.33,19871.494,15510.824
22,440.0,6.12531,2.04177,2284.07,-216.076,-5074.862,44266.615,10016.562,18521.171
23,460.0,5.98158,1.99386,2497.952,-202.726,-5113.324,44923.231,10560.471,30506.282
24,480.0,6.4867,2.16223,2078.473,-159.941,-5008.435,41641.444,-14715.851,-13410.805
25,500.0,6.22965,2.07655,2293.044,-181.957,-5043.456,43947.289,10584.643,9357.537
26,520.0,6.18436,2.06145,1853.441,-233.195,-4981.837,44270.632,8510.985,8980.309
27,540.0,6.02091,2.00697,2190.247,-224.493,-4996.535,44622.62,11402.408,-7474.023
28,560.0,6.42328,2.14109,2232.582,-254.138,-4989.601,42697.735,18863.93,10953.419
29,580.0,5.94846,1.99273,2040.219,-251.326,-5017.585,44738.12,16927.583,23911.758
