index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,5.96665,1.98888,2647.99,-120.198,-5028.856,44891.571,-13338.433,24141.902
1,20.0,6.22461,2.07487,2358.975,-188.066,-5025.264,43282.099,8340.325,13884.819
2,40.0,6.14305,2.04768,2903.594,-78.355,-5122.599,44041.246,-12247.216,29391.354
3,60.0,6.38889,2.12963,2374.902,-64.264,-5092.981,42155.355,-21729.57,19796.445
4,80.0,6.20656,2.06885,2462.776,-125.485,-5006.619,43460.527,-17550.198,5364.691
5,100.0,6.28823,2.09608,2175.373,-108.753,-5075.651,42846.459,-24855.23,19092.007
6,120.0,6.02834,2.00945,2438.261,-104.548,-5034.662,44588.41,-16081.661,17021.829
7,140.0,6.29626,2.09875,2294.905,-231.214,-5099.099,42538.379,16503.991,27377.768
8,160.0,5.87064,1.95688,2572.292,-168.858,-5008.577,45074.558,4055.039,8390.361
9,180.0,6.22977,2.07659,2894.992,-126.269,-5043.417,43794.489,-11977.06,18315.207
10,200.0,6.20367,2.06789,2332.942,-79.134,-5050.522,43786.063,-26275.545,15736.764
11,220.0,6.21335,2.07112,2618.513,-172.869,-5132.36,43463.019,10740.797,30074.191
12,240.0,6.30213,2.10071,2476.553,-185.747,-5061.932,42713.631,10990.509,23042.439
13,260.0,6.03108,2.01036,2446.936,-125.102,-5014.425,44558.877,-19678.467,8327.19
14,280.0,6.31113,2.10371,2806.63,-79.041,-5034.624,43481.334,-26414.787,9823.279
15,300.0,6.26736,2.08912,2474.529,-137.762,-4999.15,43235.39,-21800.095,-4441.886
16,320.0,6.08663,2.02888,2375.39,-163.847,-5041.159,44059.319,-5397.817,13776.269
17,340.0,6.17947,2.05982,2364.284,-214.096,-5011.002,43592.163,17196.913,8132.692
18,360.0,6.20477,2.06826,2654.878,-166.896,-5011.203,43564.849,-3968.707,-5083.841
19,380.0,6.38275,2.12758,2219.724,-128.743,-5048.378,42578.796,-11186.152,11278.215
20,400.0,6.28134,2.09378,2297.499,-157.248,-5087.312,42896.688,-9846.418,25739.911
21,420.0,6.06694,2.02231,2344.183,-214.068,-5040.74,44410.058,5503.053,18791.972
22,440.0,5.93439,1.97813,2389.826,-151.693,-5000.065,44805.261,-6126.564,10491.839
23,460.0,5.96379,1.98793,2845.968,-123.154,-5060.782,44849.781,-6677.725,12576.265
24,480.0,6.30229,2.10076,2715.683,-117.731,-4998.961,42658.666,-14983.822,5644.47
25,500.0,6.32649,2.10883,2701.423,-81.807,-5007.698,42771.727,-21489.417,11555.146
26,520.0,6.4863,2.1621,2199.966,-125.872,-4980.41,41313.117,-20070.809,-4873.64
27,540.0,5.97837,1.99279,2434.04,-108.034,-5007.446,44711.038,-12943.383,9492.355
28,560.0,6.11918,2.03973,2345.145,-177.757,-4963.969,44011.14,-9308.329,-5312.224
29,580.0,6.28652,2.10599,2520.246,-104.384,-5087.267,43069.805,-23660.516,19802.982
