index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,0.02292,0.00764,465.177,-2.017,-4965.745,-1.103,-28064.57,91.85
1,20.0,0.02067,0.00689,465.407,-2.109,-4966.524,-0.748,-28068.415,83.035
2,40.0,0.01958,0.00653,465.18,-5.751,-4966.562,1.297,-28067.66,71.356
3,60.0,0.02645,0.00882,464.969,-5.701,-4965.875,1.262,-28069.798,91.154
4,80.0,0.04275,0.01425,465.044,-4.989,-4966.065,1.135,-28049.094,145.69
5,100.0,0.05696,0.01899,465.542,4.256,-4965.38,1.2,-28091.233,-164.797
6,120.0,0.05215,0.01738,465.514,4.757,-4967.565,-1.552,-28117.705,-178.928
7,140.0,0.0489,0.0163,466.635,5.206,-4969.44,-1.674,-28126.723,-170.068
8,160.0,0.03836,0.01279,466.137,3.782,-4965.842,-1.42,-28119.28,-211.487
9,180.0,0.02418,0.00806,465.314,-6.955,-4962.206,-1.013,-28102.546,233.297
10,200.0,0.02173,0.00724,465.5,-9.526,-4962.662,0.982,-28098.627,249.955
11,220.0,0.01601,0.00534,464.769,-10.467,-4964.226,50.848,-28028.11,268.844
12,240.0,0.00798,0.00266,465.757,-11.009,-4964.833,66.361,-28114.879,213.712
13,260.0,0.00819,0.00273,466.809,-10.471,-4964.406,45.817,-28135.798,204.308
14,280.0,0.03476,0.01159,464.287,-10.643,-4960.032,1.932,-28122.203,241.481
15,300.0,0.05772,0.01924,463.491,-10.183,-4957.554,1.152,-28083.011,332.693
16,320.0,0.06681,0.02227,464.524,-10.161,-4961.728,1.238,-28098.579,-328.603
17,340.0,0.06199,0.02066,464.564,8.854,-4963.057,-1.345,-28077.606,-449.483
18,360.0,0.05156,0.01719,465.66,9.236,-4963.576,-1.459,-28060.148,-463.984
19,380.0,0.05623,0.01874,466.067,9.976,-4963.048,-1.368,-28056.204,-398.967
20,400.0,0.05717,0.01906,465.867,-9.678,-4962.354,1.673,-28076.037,-255.527
21,420.0,0.07746,0.02582,465.769,-11.219,-4961.906,1.861,-28101.559,-381.824
22,440.0,0.07179,0.02393,465.439,-11.388,-4963.654,-1.743,-28126.501,-475.981
23,460.0,0.05439,0.01813,465.83,9.273,-4966.206,-1.32,-28108.064,-358.643
24,480.0,0.05653,0.01884,465.224,6.317,-4964.718,1.336,-28042.581,282.759
25,500.0,0.06933,0.02311,464.831,7.883,-4965.302,-1.136,-28105.431,253.809
26,520.0,0.06767,0.02256,465.251,4.377,-4967.445,1.093,-28118.464,245.384
27,540.0,0.06748,0.02249,465.751,-4.503,-4966.845,-1.073,-28140.682,-212.44
28,560.0,0.0519,0.0173,466.008,-2.715,-4966.759,-1.095,-28124.177,-202.329
29,580.0,0.045,0.01507,465.907,-2.451,-4966.678,-0.992,-28125.373,-160.779
