index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.04456,2.01485,2908.914,-30.741,-5013.24,44241.898,-20840.707,13964.737
1,20.0,6.07367,2.02456,2843.72,30.239,-5037.963,43951.076,-23121.434,28963.632
2,40.0,5.71302,1.90434,3842.047,148.427,-5070.213,45063.663,-24349.707,37285.352
3,60.0,6.22488,2.07496,3484.5,78.827,-5001.14,43111.329,-33087.828,13629.907
4,80.0,6.33945,2.11315,3527.984,66.469,-4993.516,42547.505,-28724.073,13714.539
5,100.0,6.27825,2.09275,2950.286,40.782,-5022.581,42775.528,-19857.976,18005.456
6,120.0,5.96579,1.9886,3496.647,-44.565,-5033.857,44768.225,-12156.168,14118.533
7,140.0,5.94656,1.98219,3489.98,64.246,-5011.322,44536.306,-20588.964,10436.754
8,160.0,6.10538,2.03513,4081.325,117.51,-5012.269,44004.599,-28148.123,14198.133
9,180.0,6.02094,2.00698,3683.808,75.86,-5063.461,44476.19,-20561.559,22611.228
10,200.0,6.36092,2.12031,4196.918,-31.875,-5072.374,43350.66,-11008.987,14974.059
11,220.0,6.58823,2.19608,2784.218,-62.329,-4995.317,41350.788,-19878.791,-4589.499
12,240.0,6.29105,2.09702,2753.302,44.243,-5021.949,42523.832,-33315.363,9017.16
13,260.0,6.32198,2.10733,2754.564,-44.028,-5040.362,42375.654,-28355.974,17706.464
14,280.0,6.18152,2.06051,2527.394,-98.034,-5014.349,43338.892,-10699.137,7934.724
15,300.0,5.94833,1.98278,2841.233,-91.419,-5030.547,44719.356,-10092.245,9956.469
16,320.0,5.90662,1.96887,3375.505,-76.938,-5028.532,44931.583,-9785.672,8660.967
17,340.0,6.23764,2.07921,3354.047,-52.706,-5019.795,43028.481,-16769.595,-2959.662
18,360.0,6.08397,2.02799,3415.494,-65.244,-5057.186,43902.102,-9140.437,13726.141
19,380.0,6.07154,2.02385,3660.522,-56.615,-5061.806,44006.931,-13037.537,17371.916
20,400.0,6.43152,2.14384,3495.085,60.662,-5011.204,41784.571,-21368.31,15451.963
21,420.0,6.34615,2.11538,2946.578,-126.053,-5028.255,42221.938,3917.516,7481.295
22,440.0,6.09141,2.03047,3207.267,-49.986,-5046.629,43929.985,-16991.147,20315.651
23,460.0,6.30977,2.10326,3196.097,-93.692,-5029.526,42577.188,-3399.103,18711.157
24,480.0,6.30316,2.10105,2865.596,-98.45,-5004.365,42360.378,-3574.197,13679.867
25,500.0,6.25421,2.08474,2937.897,-87.636,-4981.915,42925.943,-9800.706,4394.094
26,520.0,6.33951,2.11317,2598.818,-103.284,-5021.934,42236.774,-5513.942,13769.206
27,540.0,6.14325,2.04775,2710.77,-63.667,-5047.482,43469.356,-6418.449,24439.076
28,560.0,6.15735,2.05245,2756.221,-57.097,-5041.213,43381.011,-11937.292,24274.098
29,580.0,6.28275,2.10472,2789.279,-70.968,-5003.492,42753.743,-12634.567,17884.076
