index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.03543,2.01181,4053.187,115.873,-5003.246,35150.334,-20644.191,15377.713
1,20.0,5.88529,1.96176,3918.619,139.294,-4998.258,32163.421,-22836.13,19731.101
2,40.0,5.96668,1.98889,3990.931,76.611,-5061.695,33093.933,-11868.69,20030.753
3,60.0,5.6716,1.89053,3529.816,61.73,-5061.234,30264.905,-13463.577,17741.443
4,80.0,5.7051,1.9017,3853.149,104.78,-5038.602,30416.856,-15098.557,23588.996
5,100.0,6.15506,2.05169,4297.496,68.467,-4991.258,37671.625,-16472.411,13085.142
6,120.0,5.96865,1.98955,3958.804,62.919,-4970.195,34677.707,-23624.143,7087.965
7,140.0,5.64995,1.88332,3647.372,-29.674,-4971.05,29633.179,-27082.969,-1129.713
8,160.0,5.75849,1.9195,3734.653,-46.959,-4978.001,30774.735,-18877.367,3126.814
9,180.0,5.50589,1.8353,3357.276,-29.816,-4970.633,28479.393,-18423.626,-905.543
10,200.0,4.9976,1.66587,2808.162,-41.458,-4989.635,23767.953,-17572.483,3019.317
11,220.0,4.76956,1.58985,2805.966,-28.655,-5012.171,21178.809,-16208.776,7255.772
12,240.0,5.15353,1.71784,3153.677,-56.162,-5005.13,24715.955,-9204.832,5174.004
13,260.0,5.50429,1.83476,3469.753,-38.356,-4986.192,28158.256,-12658.442,6513.029
14,280.0,5.58388,1.86129,3523.179,27.016,-5035.342,28889.352,-18972.459,18154.975
15,300.0,5.8345,1.94483,3848.743,48.86,-5010.257,31668.417,-22772.998,17198.274
16,320.0,5.92138,1.97379,3828.941,67.063,-4993.717,32549.463,-23387.066,13908.343
17,340.0,5.7318,1.9106,3647.447,96.602,-5030.426,30721.682,-23896.502,23117.639
18,360.0,5.77486,1.92495,3803.841,104.517,-5027.66,30945.387,-29628.078,25239.997
19,380.0,5.7923,1.93077,3769.531,74.423,-5005.399,31171.859,-23312.574,22998.04
20,400.0,5.45565,1.81855,3338.782,108.887,-5024.328,28059.07,-20672.314,25741.116
21,420.0,5.44598,1.81533,3618.608,95.334,-5028.392,27672.886,-22546.885,22791.929
22,440.0,6.15039,2.05013,4272.296,111.992,-4987.088,40498.59,-25539.103,16046.007
23,460.0,6.14376,2.04792,4258.193,58.379,-4981.057,43380.594,-19522.957,10162.787
24,480.0,6.30083,2.10028,3951.44,70.113,-4998.537,42437.779,-21265.853,18143.528
25,500.0,5.95911,1.98637,4175.71,89.561,-4972.128,41317.883,-26398.419,14511.935
26,520.0,6.15019,2.05006,4326.612,156.703,-4980.125,41780.891,-31208.917,23230.829
27,540.0,6.02569,2.00856,3969.33,83.998,-5013.303,43945.502,-21338.903,16856.736
28,560.0,5.91092,1.97031,4099.675,154.716,-5051.982,38607.927,-20139.82,28010.393
29,580.0,6.06976,2.03337,4166.797,146.208,-5009.377,36332.479,-23187.776,24066.518
