index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,3.49939,1.16646,857.879,-0.91,-4963.464,59.694,-28023.089,614.361
1,20.0,2.79577,0.93192,-142.859,-2.463,-4972.916,-21.192,-31847.17,-1446.795
2,40.0,1.20314,0.40105,410.087,-3.181,-4965.832,-15.671,-29433.049,-834.316
3,60.0,0.50319,0.16773,467.728,-2.159,-4964.244,-5.499,-28360.468,476.634
4,80.0,0.26216,0.08739,470.797,-1.919,-4965.91,-2.225,-28223.712,430.27
5,100.0,0.14261,0.04754,469.179,1.226,-4965.7,-1.294,-28204.673,-307.976
6,120.0,0.06604,0.02201,468.209,1.728,-4963.542,-0.827,-28205.127,-387.994
7,140.0,0.02762,0.00921,467.142,1.487,-4962.096,-0.299,-28139.4,-307.088
8,160.0,0.01582,0.00527,464.931,1.169,-4961.581,-0.136,-28078.57,218.565
9,180.0,0.01354,0.00454,466.015,1.037,-4961.368,-0.058,-28060.509,250.577
