index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,5.95111,1.9837,2130.664,-164.707,-4927.129,44964.895,-15805.859,-21381.434
1,20.0,6.09418,2.03139,2251.093,-201.55,-5081.678,44164.367,9434.262,15296.713
2,40.0,6.48362,2.16121,2080.74,-330.985,-5084.011,41636.712,27545.973,26288.185
3,60.0,6.03959,2.0132,1883.427,-307.137,-4975.241,44209.41,20594.435,-10519.478
4,80.0,6.43993,2.14664,2408.325,-292.135,-5118.724,43240.094,11512.344,26928.378
5,100.0,6.20702,2.06901,1902.236,-241.72,-5033.906,43844.201,9288.698,13490.666
6,120.0,5.98465,1.99488,1916.874,-312.172,-4924.836,44718.026,24186.848,-15566.193
7,140.0,6.38741,2.12914,2206.512,-313.723,-5143.226,43556.941,14076.47,31849.499
8,160.0,6.16062,2.05354,1822.444,-350.719,-5057.188,43783.078,17905.365,19392.851
9,180.0,6.26327,2.08776,1879.458,-434.538,-4986.397,42984.478,28371.205,19658.257
10,200.0,6.16441,2.0548,1858.581,-280.711,-5073.197,44142.469,-9553.328,23519.171
11,220.0,6.29506,2.09835,1839.859,-406.949,-4991.335,42769.057,24521.628,27820.93
12,240.0,6.07672,2.02557,1860.154,-358.035,-5116.064,44444.287,18136.76,31845.952
13,260.0,6.12746,2.04249,1871.914,-355.18,-5020.791,43997.126,24818.027,13968.747
14,280.0,6.20965,2.06988,1898.327,-406.482,-5042.075,43411.588,28218.897,25129.036
15,300.0,6.18375,2.06125,1937.008,-307.06,-5004.207,44062.525,13164.216,11409.291
16,320.0,6.47279,2.1576,1958.62,-370.91,-4971.189,42224.988,23531.243,15562.094
17,340.0,6.29189,2.0973,1636.223,-325.218,-4983.722,43347.135,20557.696,12741.003
18,360.0,6.11328,2.03776,1858.288,-310.779,-5031.376,44422.445,25348.172,14281.49
19,380.0,5.92195,1.97398,1871.423,-271.716,-5020.911,45005.822,13706.783,11797.936
20,400.0,6.08392,2.02797,2218.61,-315.48,-5056.191,45015.658,22117.018,16211.282
21,420.0,6.22333,2.07444,1824.395,-195.784,-5067.469,43814.656,-17937.614,7844.891
22,440.0,6.20356,2.06785,2061.3,-190.6,-5075.041,43765.394,-16585.701,12852.532
23,460.0,6.05296,2.01765,2220.106,-192.444,-5085.338,44652.063,-10293.772,18449.359
24,480.0,6.142,2.04733,2130.503,-242.945,-4998.328,43930.512,8334.83,-13618.88
25,500.0,6.29805,2.09935,2192.408,-258.271,-4997.246,43261.305,6591.59,15312.246
26,520.0,6.29017,2.09672,1903.34,-287.506,-5031.358,43253.512,-13658.704,17167.296
27,540.0,6.18991,2.0633,2007.75,-173.716,-4919.08,43520.726,-15533.261,-21435.212
28,560.0,6.17621,2.05874,2222.757,-199.783,-4980.741,44175.003,-8128.701,-9246.523
29,580.0,6.18507,2.072,1839.126,-250.105,-4937.437,44265.642,11875.832,-6054.424
