index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.13948,2.04649,1854.517,-231.163,-5037.972,43772.008,-10118.817,22996.875
1,20.0,6.52896,2.17632,2217.355,-256.567,-5024.803,41987.625,9137.31,13964.118
2,40.0,6.74827,2.24942,1541.13,-209.427,-4918.219,35216.641,10444.829,-10670.255
3,60.0,5.48586,1.82862,1103.494,-127.874,-4932.297,24391.55,-14129.417,-19491.558
4,80.0,4.72751,1.57584,741.129,-95.461,-4943.846,8233.018,-19668.427,-11657.57
5,100.0,3.17781,1.05927,349.406,-156.836,-4775.942,-47.169,-22644.768,-19908.969
6,120.0,0.97588,0.32529,473.551,-137.514,-4730.513,-35.651,-31029.58,-17695.188
7,140.0,0.26805,0.08935,485.89,158.656,-4654.703,10.102,-31362.321,-11024.929
8,160.0,0.22871,0.07624,454.877,-47.134,-4566.632,-11.407,-29776.918,-10684.356
9,180.0,0.1202,0.04007,487.775,96.444,-4663.776,9.257,-27999.15,-11923.381
10,200.0,0.16892,0.05631,479.152,54.926,-4665.212,11.029,-28065.818,-10461.526
11,220.0,0.23817,0.07939,459.091,148.423,-4562.316,-9.922,-24771.786,-9049.443
12,240.0,0.22903,0.07634,404.372,193.76,-4432.559,11.839,-25116.301,7111.722
13,260.0,0.25424,0.08475,452.92,75.751,-4570.556,-7.842,-27568.411,-4984.023
14,280.0,0.25855,0.08662,456.97,-209.374,-4684.953,-10.107,-27242.979,-4038.003
