index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,0.02891,0.00964,466.72,7.636,-4964.14,1.617,-28217.001,81.029
1,20.0,0.01058,0.00353,464.924,10.281,-4966.633,39.599,-28276.209,-136.573
2,40.0,-0.00118,0.00039,465.796,9.369,-4966.762,-40.151,-28190.261,-97.256
3,60.0,6e-05,2e-05,464.741,9.447,-4961.187,33.167,-28082.908,151.85
4,80.0,-0.00154,0.00051,465.274,6.35,-4960.341,-33.016,-28054.891,148.911
5,100.0,0.02064,0.00688,464.141,3.04,-4960.299,48.703,-28044.386,157.556
6,120.0,0.04181,0.01394,464.325,5.307,-4962.892,2.035,-28079.318,-98.06
7,140.0,0.04845,0.01615,465.919,5.121,-4962.315,2.36,-28121.329,-113.262
8,160.0,0.06332,0.02111,465.392,3.752,-4962.216,1.751,-28080.584,98.654
9,180.0,0.05634,0.01878,465.432,-5.025,-4967.289,-1.425,-28109.23,113.667
10,200.0,0.03821,0.01274,465.339,-5.078,-4966.182,-1.143,-28071.354,-131.984
11,220.0,0.02439,0.00813,465.514,-5.233,-4969.016,-1.277,-28142.584,164.173
12,240.0,0.0093,0.0031,466.416,-5.465,-4966.623,23.082,-28114.633,-150.722
13,260.0,-0.00305,0.00102,465.723,-7.635,-4967.148,-18.723,-28071.462,173.704
14,280.0,-0.00307,0.00102,465.528,-6.327,-4964.303,-30.025,-28081.499,118.335
15,300.0,0.01608,0.00536,465.546,3.848,-4962.417,38.709,-28128.216,82.832
16,320.0,0.04256,0.01419,466.015,3.973,-4966.821,0.849,-28118.555,-130.163
17,340.0,0.04507,0.01502,466.291,3.928,-4966.182,-0.78,-28107.382,-117.324
18,360.0,0.04452,0.01484,466.377,-4.857,-4967.717,-1.063,-28086.502,-80.56
19,380.0,0.03345,0.01115,465.235,-8.145,-4964.445,-1.205,-28085.373,143.536
20,400.0,0.03043,0.01014,465.744,-4.274,-4966.345,-1.085,-28110.499,-150.945
21,420.0,0.03235,0.01078,466.201,4.789,-4970.785,1.37,-28136.39,-139.262
22,440.0,0.02989,0.00996,467.4,-7.213,-4970.656,-1.73,-28128.688,-140.511
23,460.0,0.0147,0.0049,466.644,-6.315,-4966.165,-1.399,-28116.298,140.156
24,480.0,0.03315,0.01105,466.447,6.549,-4964.649,2.395,-28103.313,-147.712
25,500.0,0.05273,0.01758,465.955,8.189,-4966.581,1.628,-28119.244,-204.61
26,520.0,0.05054,0.01685,467.437,8.696,-4968.709,-1.726,-28170.98,-208.929
27,540.0,0.02615,0.00872,468.471,6.464,-4965.772,-1.484,-28144.508,-201.693
28,560.0,0.03044,0.01015,466.821,8.302,-4965.086,1.587,-28131.225,-140.752
29,580.0,0.03865,0.01295,466.991,-5.54,-4964.366,-1.675,-28130.064,-142.523
