index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.2769,2.0923,4341.776,121.668,-5001.525,41057.95,-17260.314,21848.206
1,20.0,6.25204,2.08401,2259.674,11.977,-4972.035,27845.708,-17313.092,10664.169
2,40.0,4.6205,1.54017,726.055,-29.29,-4937.049,13138.062,-18927.64,-3045.01
3,60.0,2.82629,0.9421,123.334,22.857,-4924.431,-33.048,-30985.562,-7869.575
4,80.0,0.91075,0.30358,400.142,40.682,-4899.002,-15.576,-30198.63,-3078.116
5,100.0,0.19696,0.06565,460.942,26.647,-4899.932,-4.982,-28243.334,-1426.652
6,120.0,0.10056,0.03352,460.792,38.57,-4901.158,-0.18,-27893.438,-1377.473
7,140.0,0.09279,0.03093,460.676,46.912,-4904.44,-0.208,-27393.195,-1401.781
8,160.0,0.07936,0.02645,457.033,53.807,-4902.65,-0.296,-27089.873,-1147.282
9,180.0,0.06552,0.02195,454.845,58.648,-4897.718,-0.223,-26919.978,-801.503
