index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.34095,2.11365,3515.221,64.63,-5020.61,42223.278,-25271.835,21907.078
1,20.0,6.51245,2.17082,3901.905,79.385,-5061.813,41216.855,-13017.911,26759.754
2,40.0,6.41865,2.13955,4243.27,135.559,-5032.389,38142.62,-16273.222,27215.016
3,60.0,6.09748,2.03249,3831.142,90.76,-5019.512,29620.935,-20532.733,18140.302
4,80.0,5.91755,1.97252,3761.802,113.205,-5064.948,26094.089,-18317.039,25114.391
5,100.0,6.20629,2.06876,4064.4,99.559,-5042.102,27312.481,-16363.649,20493.708
6,120.0,6.70842,2.23614,4609.251,76.052,-4985.291,30922.873,-17852.543,7049.381
7,140.0,7.20833,2.40278,4883.296,94.164,-5021.933,35591.902,-19308.699,16436.501
8,160.0,5.87551,1.9585,-649.843,38.349,-4979.504,14320.418,-29182.527,-6243.03
9,180.0,1.38985,0.46328,392.114,35.028,-4901.451,-46.333,-31409.334,-5330.657
10,200.0,0.19437,0.06479,553.807,13.23,-4911.371,-14.259,-28841.27,-1381.16
11,220.0,0.07985,0.02662,506.494,10.161,-4885.913,-3.83,-29559.414,1218.406
12,240.0,-0.00837,0.00279,522.052,-12.49,-4893.884,-5.572,-27903.605,1001.284
13,260.0,0.05141,0.01714,491.358,-17.018,-4885.052,3.863,-27669.254,1092.375
14,280.0,0.07342,0.02459,485.481,-11.95,-4860.665,-4.432,-28375.712,1150.894
