index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.02696,2.00899,2162.698,-113.853,-4981.851,44479.983,-20334.76,-7475.475
1,20.0,6.26352,2.08784,2239.381,-243.48,-4991.312,43275.416,14936.659,16056.635
2,40.0,6.09479,2.0316,2312.706,-222.841,-5029.136,44183.986,11933.775,21769.279
3,60.0,6.07015,2.02338,2394.173,-104.886,-5080.286,44368.487,-11301.98,21968.35
4,80.0,6.32655,2.10885,2272.563,53.137,-5002.884,42550.963,-26512.812,11705.166
5,100.0,6.4789,2.15963,2304.664,-182.215,-5004.411,42553.979,-9893.114,6793.144
6,120.0,6.02389,2.00796,1980.684,-204.758,-4996.286,44262.135,-6779.341,7242.123
7,140.0,5.75309,1.9177,2622.267,-186.16,-5024.517,44976.071,-7921.515,5926.5
8,160.0,6.44404,2.14801,2354.078,-110.102,-5036.097,41669.743,-14724.054,14942.811
9,180.0,6.03818,2.01273,2161.292,-158.61,-5020.616,44423.198,-14276.256,13713.111
10,200.0,6.35086,2.11695,2534.031,-287.532,-5008.712,43282.568,26398.467,-5730.919
11,220.0,6.10799,2.036,2283.032,-183.442,-5072.958,43977.812,-9139.609,12897.762
12,240.0,6.47756,2.15919,2325.456,-132.933,-5016.046,42211.223,-22644.746,-9456.075
13,260.0,6.03498,2.01166,2241.751,-141.961,-5026.017,44554.516,-16889.956,9722.371
14,280.0,6.19047,2.06349,2088.885,-162.771,-5020.098,43607.775,-5434.527,7481.67
15,300.0,6.19451,2.06484,2226.648,-210.073,-4973.023,43692.717,8354.334,-14517.831
16,320.0,5.88785,1.96262,2192.756,-206.168,-4985.92,44980.351,7293.995,-14200.192
17,340.0,5.93722,1.97907,2670.009,-203.87,-5050.055,44952.576,12057.886,9395.142
18,360.0,6.28795,2.09598,2608.624,-244.027,-5115.205,42860.668,24865.744,25007.514
19,380.0,6.38813,2.12938,2345.287,-252.342,-5140.625,42292.184,23053.681,47447.606
20,400.0,6.34349,2.1145,2389.818,-199.19,-5042.952,42742.511,-10555.265,16363.602
21,420.0,6.15677,2.05226,2116.588,-226.45,-5081.789,43952.558,6244.189,26483.201
22,440.0,6.25243,2.08414,2271.432,-214.471,-5092.889,43344.315,-6066.991,26909.577
23,460.0,6.08265,2.02755,2315.296,-113.826,-5075.893,44082.687,-24163.013,18997.466
24,480.0,6.00559,2.00186,2637.722,-89.62,-5120.439,44858.026,-18212.74,30287.412
25,500.0,6.33533,2.11178,2337.326,-89.391,-5039.088,42603.494,-22928.364,6653.944
26,520.0,6.22811,2.07604,2253.729,-158.641,-5061.964,43604.905,-15427.168,22707.462
27,540.0,6.55383,2.18461,2410.803,-178.928,-5058.362,42277.896,-7133.831,27708.855
28,560.0,6.28754,2.09585,1986.667,-153.515,-5002.634,42623.938,-11521.944,7952.144
29,580.0,5.9689,1.99958,2169.845,-174.482,-5058.29,44740.359,-13959.714,16346.682
