index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.2788,2.09293,4406.301,31.9,-4972.373,40967.372,-21974.548,11544.97
1,20.0,6.27578,2.09193,2242.335,-35.175,-4973.049,27735.522,-15076.297,7633.511
2,40.0,4.62614,1.54205,703.097,-59.267,-4943.529,12952.049,-14205.23,2122.96
3,60.0,2.84578,0.94859,115.677,-48.925,-4917.098,-32.337,-23479.274,-5103.452
4,80.0,0.95888,0.31963,407.353,-40.679,-4905.15,-15.643,-27808.239,-2196.682
5,100.0,0.22062,0.07354,451.937,-41.666,-4876.82,-5.929,-27766.387,-390.209
6,120.0,0.10682,0.03561,452.672,-69.1,-4878.084,0.417,-28409.891,488.719
7,140.0,0.11872,0.03957,455.086,-74.387,-4896.431,0.266,-28407.171,205.503
8,160.0,0.12983,0.04328,459.93,-65.263,-4913.604,0.2,-27852.124,-274.621
9,180.0,0.13122,0.04396,464.91,-44.415,-4918.317,-0.133,-27447.891,-407.609
