index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.42036,2.14012,3157.769,50.686,-5040.257,41749.843,-14442.435,19477.927
1,20.0,6.38034,2.12678,2640.495,-70.704,-5027.729,42435.032,-16582.562,13604.068
2,40.0,6.16296,2.05432,2819.97,69.139,-5069.226,43530.551,-25557.435,26565.801
3,60.0,6.37196,2.12399,2470.523,-69.357,-5009.386,42035.947,-16047.574,15093.628
4,80.0,6.04368,2.01456,2622.833,-96.17,-5018.929,44315.848,-7526.634,11694.523
5,100.0,6.07204,2.02401,2954.245,-56.631,-5027.823,44260.706,-17781.563,19329.004
6,120.0,6.20925,2.06975,2827.357,31.462,-5035.931,43076.891,-21113.777,20463.037
7,140.0,6.17425,2.05808,2838.111,-50.747,-5062.691,43364.76,-17001.746,25264.068
8,160.0,6.16624,2.05541,2964.167,-59.116,-5032.955,43395.369,-20931.452,21986.237
9,180.0,5.90386,1.96795,3077.888,-36.08,-5014.946,44745.49,-15225.847,19523.469
10,200.0,5.97547,1.99182,3946.828,132.171,-5058.069,44510.932,-20890.868,26362.835
11,220.0,6.43087,2.14362,3135.318,-43.547,-5043.307,41567.49,-12020.06,17854.964
12,240.0,6.17435,2.05812,3003.643,-75.593,-5002.085,43474.103,-21022.751,5521.124
13,260.0,5.99009,1.9967,3642.005,-55.606,-4996.69,44692.187,-21590.317,-3685.185
14,280.0,6.3291,2.1097,3273.117,-78.385,-5028.11,42293.007,-18196.771,13775.281
15,300.0,6.31893,2.10631,3033.504,-52.419,-5016.022,42449.149,-21456.912,11323.058
16,320.0,6.30775,2.10258,3111.952,34.234,-5034.317,42647.481,-24936.312,14893.337
17,340.0,6.13484,2.04495,2945.406,-77.618,-5060.127,43556.748,-13346.716,19560.869
18,360.0,6.20823,2.06941,3221.169,-67.843,-5003.185,43452.559,-13109.188,7163.784
19,380.0,5.97821,1.99274,3102.135,-71.115,-5001.339,44462.049,-20888.08,-6392.845
20,400.0,5.83846,1.94615,3697.832,-27.196,-5046.405,45038.939,-16067.261,13971.267
21,420.0,5.7801,1.9267,3906.769,71.182,-5009.191,37023.884,-17202.942,18312.643
22,440.0,6.48589,2.16196,3994.335,82.515,-5006.663,40960.652,-20607.285,13169.448
23,460.0,6.48161,2.16054,2963.302,-97.434,-5042.277,41299.698,-10237.208,16090.578
24,480.0,6.06789,2.02263,3005.728,-82.819,-5016.749,44215.882,-8001.935,13581.101
25,500.0,6.09626,2.03209,3221.885,-56.325,-5011.35,43892.801,-7069.216,12182.302
26,520.0,6.15746,2.05249,3388.858,41.847,-5041.5,43611.797,-14617.486,13945.669
27,540.0,6.30347,2.10116,3086.273,-42.181,-5037.804,42452.493,-11417.092,14069.744
28,560.0,6.11443,2.03814,3326.903,49.113,-5065.453,43858.601,-16994.49,20094.005
29,580.0,6.15643,2.06241,3259.312,-24.331,-5008.089,43691.337,-14313.501,11656.578
