index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,5.98326,1.99442,2425.812,-56.936,-5035.994,44796.676,-24927.945,17404.969
1,20.0,6.08504,2.02835,2562.726,-54.369,-5080.15,44094.222,-24122.418,26714.957
2,40.0,6.37142,2.12381,2589.836,-136.481,-5019.116,42392.428,-10187.112,21029.529
3,60.0,6.08792,2.02931,2416.416,-172.567,-5040.356,44240.511,8983.073,22002.426
4,80.0,6.21733,2.07244,2432.584,-191.5,-4967.341,43225.256,14281.234,-12181.682
5,100.0,6.11889,2.03963,2495.294,-56.691,-5000.199,43704.27,-23355.59,-6892.549
6,120.0,6.31745,2.10582,2494.875,-100.301,-5053.52,42599.456,-22009.165,23014.992
7,140.0,6.12184,2.04061,2381.488,-108.737,-5021.023,43952.645,-19656.276,18904.317
8,160.0,6.31155,2.10385,2487.069,-142.875,-5067.82,42843.362,-13001.188,22547.58
9,180.0,5.80616,1.93539,2703.904,-82.876,-5038.007,45091.513,-21226.185,13663.063
10,200.0,6.0262,2.00873,2824.13,-96.445,-5063.822,44402.315,-12495.871,18399.261
11,220.0,6.45018,2.15006,3033.863,-120.249,-5086.356,42690.678,-9745.877,19137.367
12,240.0,6.12786,2.04262,2458.876,-193.439,-5113.497,44023.123,9800.056,23842.196
13,260.0,6.18098,2.06033,2916.858,-86.931,-5075.189,44152.456,-6632.848,21675.833
14,280.0,6.34468,2.11489,2395.671,-125.8,-5096.173,42250.541,-17632.952,32645.378
15,300.0,6.14638,2.04879,2345.59,-122.39,-4982.234,43669.236,-15198.358,-7035.144
16,320.0,6.1729,2.05763,2836.913,61.206,-5011.202,44138.372,-32094.246,11590.83
17,340.0,6.35372,2.11791,2155.392,-113.446,-5040.333,42755.327,-23295.266,8337.268
18,360.0,5.82676,1.94225,2648.875,-158.175,-5014.567,45083.663,-4050.578,5807.232
19,380.0,6.25063,2.08354,2764.811,-132.913,-5036.023,43063.081,-16332.232,15847.907
20,400.0,6.35532,2.11844,2456.897,-215.697,-5071.739,42488.795,11951.292,20206.362
21,420.0,6.40883,2.13628,2295.569,-197.622,-5096.636,41797.573,7136.842,24085.083
22,440.0,6.32488,2.10829,2170.589,-172.621,-4992.229,42506.976,-10297.07,10859.656
23,460.0,6.13364,2.04455,2123.993,-124.14,-4909.663,43736.596,-6337.697,-22976.682
24,480.0,5.94988,1.98329,2271.685,-219.321,-4982.862,44771.398,19864.071,6905.091
25,500.0,6.17875,2.05958,2497.096,-127.771,-5074.178,43504.931,8268.411,21000.945
26,520.0,6.32676,2.10892,2255.389,-129.909,-4975.068,42378.314,-9018.328,-8858.709
27,540.0,6.37307,2.12436,2267.176,-188.224,-4928.018,42283.146,6273.267,-9237.579
28,560.0,5.82949,1.94316,2446.415,-118.542,-4996.026,44985.322,-16204.404,12289.688
29,580.0,6.37887,2.13692,2546.089,-116.871,-5029.433,42843.309,-16482.496,17628.897
