index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.113,2.03767,3201.104,80.603,-5015.089,43717.428,-30472.668,21305.322
1,20.0,5.7822,1.9274,3816.888,178.424,-4999.998,45075.383,-27419.813,21788.471
2,40.0,5.90819,1.9694,4124.959,126.02,-5031.672,41167.703,-16179.622,17896.483
3,60.0,6.36374,2.12125,4305.176,86.966,-5025.607,42080.129,-11027.954,17955.066
4,80.0,6.40089,2.13363,3362.215,-22.588,-5005.19,42151.409,-12328.411,14493.274
5,100.0,6.1376,2.04587,3542.808,28.419,-5056.859,43588.28,-9750.93,17346.989
6,120.0,5.93118,1.97706,3936.483,43.603,-5055.893,44898.839,-12570.184,18698.67
7,140.0,5.8244,1.94147,4037.282,90.778,-5033.845,42176.804,-16548.196,25174.923
8,160.0,6.02561,2.00854,4098.709,62.791,-5041.342,35423.524,-16606.05,16935.67
9,180.0,6.06052,2.02017,4012.1,88.088,-4980.745,34462.928,-25559.752,17674.351
10,200.0,5.61698,1.87233,3503.455,55.835,-5063.231,29727.814,-11580.135,18304.837
11,220.0,5.25834,1.75278,3152.245,40.131,-5009.876,25858.071,-25491.467,13795.347
12,240.0,5.3551,1.78503,3372.259,23.362,-4976.821,26650.416,-31164.052,7072.368
13,260.0,5.63852,1.87951,3786.765,-43.798,-5029.348,29754.35,-19170.276,7816.674
14,280.0,6.46407,2.15469,3981.024,-34.724,-5006.837,40992.175,-19275.814,7955.8
15,300.0,6.37845,2.12615,3211.212,-76.768,-5017.863,41856.523,-11253.02,9907.761
16,320.0,6.13793,2.04598,3275.436,-50.535,-5014.933,43527.089,-18066.103,5931.474
17,340.0,6.14177,2.04726,3419.426,-26.938,-5012.964,43506.812,-16456.253,12351.811
18,360.0,6.17476,2.05825,3516.872,36.974,-5012.718,43285.259,-23751.921,8741.436
19,380.0,6.20714,2.06905,3478.182,33.345,-4973.198,43074.722,-30014.472,4576.451
20,400.0,6.10622,2.03541,3503.373,29.794,-4961.833,43721.707,-28056.583,8596.183
21,420.0,6.14165,2.04722,3620.343,-23.813,-4917.925,43515.536,-28648.116,1455.748
22,440.0,6.12006,2.04002,3728.359,24.307,-5002.092,43652.345,-20191.097,15314.904
23,460.0,6.19243,2.06414,3941.592,102.249,-5008.165,43354.502,-23260.821,21011.883
24,480.0,6.52202,2.17401,3281.064,24.034,-5009.21,41295.06,-17509.243,19404.139
25,500.0,6.0,2.0,3458.457,43.046,-5046.346,44563.594,-14322.239,19814.549
26,520.0,6.00851,2.00284,3959.805,126.716,-5090.083,44590.568,-8978.063,34546.104
27,540.0,6.4701,2.1567,3600.661,68.404,-5063.539,41466.643,-3923.326,25352.589
28,560.0,6.36557,2.12186,3115.956,-32.581,-5039.064,42108.017,-10342.835,18413.812
29,580.0,6.20461,2.07854,3204.105,38.883,-5045.009,43098.438,-18064.158,19381.072
