index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,5.89326,1.96442,2518.221,-144.634,-5049.086,44675.323,-14084.528,12345.493
1,20.0,6.55932,2.18644,2281.504,-183.191,-5046.688,41259.87,-12528.574,11919.581
2,40.0,6.085,2.02833,1892.4,-181.656,-5001.369,44418.109,-13712.737,-16871.773
3,60.0,6.13653,2.04551,2371.624,-172.277,-5000.88,44160.397,-15131.94,13246.54
4,80.0,6.30699,2.10233,2191.095,-205.224,-5012.422,43264.13,-9643.258,10530.681
5,100.0,6.1496,2.04987,2251.37,-123.618,-4926.902,44331.195,-23371.677,-26775.265
6,120.0,6.40965,2.13655,1787.869,128.718,-4954.026,42592.976,-20370.735,-32249.115
7,140.0,5.57771,1.85924,2215.829,-257.026,-5109.828,45118.786,8849.837,18024.662
8,160.0,6.33404,2.11135,2626.156,-227.441,-5072.634,43483.395,7328.663,15981.199
9,180.0,6.44161,2.1472,1913.525,-272.509,-5056.479,42275.413,15072.925,16860.776
10,200.0,6.20624,2.06875,2119.423,-325.132,-4988.556,44099.505,23868.626,13568.93
11,220.0,6.29365,2.09788,1703.187,-447.354,-4981.532,42905.242,42340.988,19864.45
12,240.0,6.08495,2.02832,2272.828,-255.865,-5059.861,44258.68,7441.247,15084.909
13,260.0,6.02142,2.00714,1846.428,-236.649,-5054.79,44467.891,10500.115,23706.934
14,280.0,5.91687,1.97229,2357.722,-184.32,-5084.065,44775.847,-12110.532,28525.192
15,300.0,6.4568,2.15227,2208.224,-254.122,-5121.087,41979.494,-9563.947,34059.327
16,320.0,6.28768,2.09589,1902.083,-364.842,-5107.624,42875.851,23885.114,30400.725
17,340.0,6.07525,2.02508,2053.66,-312.102,-4991.028,44338.328,14494.262,14478.34
18,360.0,6.15714,2.05238,2079.424,-282.676,-4979.542,43771.867,15917.761,7966.891
19,380.0,6.3816,2.1272,1959.268,-259.717,-5026.049,42111.919,12037.439,15577.499
20,400.0,5.91831,1.97277,2091.655,-183.907,-5014.991,44650.685,9590.075,13580.59
21,420.0,6.09818,2.03273,2347.801,-155.762,-5069.63,44431.328,-14032.138,15077.437
22,440.0,6.32012,2.10671,2344.252,-126.579,-5007.429,43370.252,-15828.571,8574.787
23,460.0,6.31894,2.10631,2286.407,-222.181,-5004.037,43374.788,-13036.766,12815.893
24,480.0,6.17885,2.05962,2036.2,-220.917,-5057.318,44064.559,-13497.82,18735.511
25,500.0,6.36685,2.12228,1960.249,-288.734,-5010.684,42239.665,20455.068,24106.258
26,520.0,5.73018,1.91006,2082.387,-192.362,-4980.492,45153.476,-6389.162,9558.153
27,540.0,6.1665,2.0555,2415.757,-147.731,-5029.952,43850.605,-11738.147,8271.533
28,560.0,6.28762,2.09587,2321.698,-250.024,-5064.194,43104.955,15656.995,22004.95
29,580.0,6.28358,2.105,2275.82,-219.057,-5142.94,43159.739,9753.373,28270.34
