index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.24357,2.08119,4257.661,88.495,-5096.556,42782.443,-11017.937,27522.323
1,20.0,6.24787,2.08262,4205.542,73.364,-5096.035,38896.744,-11510.209,22740.187
2,40.0,6.21377,2.07126,3923.33,90.278,-5034.874,32473.898,-18293.953,13895.463
3,60.0,6.2152,2.07173,4016.195,114.76,-5007.652,30614.412,-26592.82,14001.54
4,80.0,7.05224,2.35075,4636.686,145.872,-4977.179,36063.536,-33279.252,22837.624
5,100.0,6.85759,2.28586,2125.498,-57.87,-4952.817,28291.908,-17990.254,-3180.325
6,120.0,5.36111,1.78704,764.547,-57.679,-4933.784,16065.47,-19650.711,-7377.577
7,140.0,3.29899,1.09966,113.97,-27.475,-4907.836,1157.476,-23538.053,-8853.548
8,160.0,1.19072,0.39691,400.966,24.231,-4916.455,-21.485,-31027.95,-5329.399
9,180.0,0.28328,0.09443,476.215,40.536,-4908.313,-10.404,-30273.117,-3536.903
10,200.0,0.02232,0.00744,471.801,10.655,-4905.07,3.01,-29537.584,2339.963
11,220.0,0.08352,0.02784,476.39,5.58,-4909.17,1.641,-28582.843,2208.218
12,240.0,0.06671,0.02224,475.664,-24.758,-4886.273,1.779,-28629.45,2096.43
13,260.0,0.1429,0.04763,461.159,-18.76,-4867.485,1.405,-29028.742,-1512.318
14,280.0,0.03757,0.01259,470.679,10.592,-4910.859,4.53,-28733.106,-1484.28
