index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,0.0116,0.00387,464.923,-4.073,-4963.215,41.525,-28067.493,137.468
1,20.0,0.03958,0.01319,465.415,5.186,-4964.772,1.683,-28101.654,83.811
2,40.0,0.05331,0.01777,465.262,6.396,-4964.665,1.494,-28125.585,90.76
3,60.0,0.05462,0.01821,466.193,-4.333,-4966.622,-1.571,-28165.679,-109.104
4,80.0,0.04354,0.01451,465.748,-4.961,-4966.473,-1.635,-28130.796,123.702
5,100.0,0.03591,0.01197,465.926,-6.402,-4967.582,-1.2,-28156.972,81.476
6,120.0,0.02718,0.00906,466.078,-4.938,-4968.29,-0.732,-28133.883,90.536
7,140.0,0.03147,0.01049,466.088,-4.777,-4969.271,1.092,-28071.466,103.069
8,160.0,0.04629,0.01543,465.88,-3.393,-4965.118,1.196,-28052.476,94.876
9,180.0,0.04143,0.01381,465.961,-4.62,-4966.052,-1.6,-28071.822,50.554
10,200.0,0.0308,0.01027,465.251,-6.939,-4966.621,-1.705,-28104.439,68.85
11,220.0,0.02693,0.00898,464.749,-5.618,-4966.904,1.644,-28158.317,148.401
12,240.0,0.0326,0.01087,465.537,-5.088,-4963.511,-1.255,-28173.772,-180.305
13,260.0,0.02178,0.00726,465.543,-6.137,-4961.793,1.019,-28126.168,184.876
14,280.0,0.02376,0.00792,465.205,-6.342,-4964.819,-1.168,-28165.201,239.749
15,300.0,0.01317,0.00439,465.64,-8.947,-4964.336,1.498,-28135.77,241.415
16,320.0,0.03131,0.01044,465.386,-7.299,-4964.484,1.608,-28126.651,155.325
17,340.0,0.04112,0.01371,465.589,-6.56,-4963.192,-1.272,-28098.434,-223.07
18,360.0,0.02687,0.00896,465.453,4.686,-4960.671,-1.415,-28095.582,-343.332
19,380.0,0.00402,0.00134,464.579,12.257,-4965.745,41.737,-28048.111,-303.425
20,400.0,0.00264,0.00088,464.456,13.068,-4962.561,16.849,-27991.787,-231.747
21,420.0,0.00139,0.00046,464.76,6.046,-4963.827,13.64,-28084.598,-202.05
22,440.0,0.01006,0.00335,463.844,8.697,-4965.373,36.534,-28135.538,-236.034
23,460.0,0.02826,0.00942,463.872,9.991,-4962.08,1.35,-28082.162,-251.855
24,480.0,0.0535,0.01783,464.464,10.064,-4962.719,1.317,-28087.642,-195.328
25,500.0,0.06146,0.02049,464.695,6.079,-4962.837,-1.202,-28084.942,-163.984
26,520.0,0.0413,0.01377,465.745,-8.167,-4964.344,-1.652,-28115.519,-103.705
27,540.0,0.03091,0.0103,465.137,-6.933,-4963.284,1.34,-28131.9,-84.832
28,560.0,0.03647,0.01216,464.544,-6.133,-4965.497,-1.21,-28098.631,-120.221
29,580.0,0.03066,0.01027,464.667,7.397,-4965.192,-1.201,-28143.933,-147.002
