index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.13073,2.04358,2185.773,-224.861,-4975.222,43998.968,-8810.198,-9414.3
1,20.0,6.25229,2.0841,1972.239,-237.466,-4974.919,43352.019,15003.657,-8604.195
2,40.0,5.88551,1.96184,2147.778,-245.641,-5017.383,45126.205,18189.106,13031.32
3,60.0,6.36012,2.12004,1958.695,-298.913,-5070.014,42767.413,14433.432,16324.707
4,80.0,6.27929,2.0931,2069.071,-224.331,-5029.413,43188.719,-10395.835,13286.413
5,100.0,6.1297,2.04323,1784.095,-229.633,-4933.73,44131.076,8017.1,-10618.928
6,120.0,6.1834,2.06113,2229.987,-246.743,-5030.04,43984.488,12521.418,11288.138
7,140.0,6.29429,2.0981,1907.299,-247.101,-5001.807,42694.767,-7724.103,-11538.913
8,160.0,6.22264,2.07421,1903.19,-240.531,-4984.933,43314.229,-8957.493,-12479.478
9,180.0,6.21165,2.07055,2137.428,-320.963,-4978.158,44000.976,17564.7,15353.971
10,200.0,6.34771,2.1159,1848.1,-246.886,-4984.508,42672.874,-10915.172,15834.827
11,220.0,5.77378,1.92459,1834.237,-256.515,-5135.447,45045.206,-24168.202,32589.47
12,240.0,6.35639,2.1188,2243.466,-98.005,-5181.869,43103.354,-35601.933,36479.695
13,260.0,5.88237,1.96079,1990.94,-290.346,-5078.796,44969.499,18256.225,28026.613
14,280.0,6.2286,2.0762,2111.051,-329.255,-5083.744,43405.548,24137.49,27159.339
15,300.0,6.18868,2.06289,1883.599,-292.839,-5016.688,43606.606,19112.0,19217.443
16,320.0,6.26511,2.08837,2352.298,-256.133,-5169.759,44296.167,12705.329,34897.907
17,340.0,6.27219,2.09073,1886.692,-383.838,-5119.067,43178.177,28160.337,37673.226
18,360.0,6.07032,2.02344,1815.363,-368.378,-5098.194,44196.667,18998.512,28726.096
19,380.0,6.40225,2.13408,2053.471,-395.717,-5009.946,42928.275,20538.276,21706.301
20,400.0,6.22429,2.07476,1933.647,-438.221,-5061.215,43870.347,28547.169,23237.474
21,420.0,6.10106,2.03369,1729.419,-475.851,-5037.453,44037.082,31711.134,28085.932
22,440.0,6.03369,2.01123,2018.861,-398.264,-5030.312,44539.761,32225.503,12151.602
23,460.0,6.24365,2.08122,1964.844,-261.583,-5018.557,42963.912,-13873.659,-6455.142
24,480.0,6.21599,2.072,1931.207,-161.654,-4987.955,43236.072,-23380.615,-22377.334
25,500.0,6.19442,2.06481,2043.081,-241.684,-4987.579,43429.499,8410.085,-10012.035
26,520.0,6.2267,2.07557,1930.007,-306.858,-4905.468,43233.986,22798.567,-13330.525
27,540.0,6.07679,2.0256,2033.443,-208.529,-4889.248,44385.77,15080.648,-20772.822
28,560.0,6.59482,2.19827,2002.816,-297.529,-4852.235,41433.004,25829.337,-35023.276
29,580.0,5.97436,2.00141,1609.244,-174.678,-4863.033,44420.688,12069.174,-33418.953
