index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.47392,2.15797,1946.285,-230.519,-4918.783,42469.048,9445.65,-22799.942
1,20.0,6.46212,2.15404,1882.48,-327.606,-4941.183,42052.05,21872.229,-12962.028
2,40.0,6.1927,2.06423,1712.926,-198.753,-4852.724,43194.891,9881.434,-23331.007
3,60.0,5.81416,1.93805,1924.117,-228.206,-4959.296,45069.446,-6515.04,6348.887
4,80.0,6.09445,2.03148,2056.424,-270.286,-4965.808,44324.457,19937.399,8586.718
5,100.0,6.43118,2.14373,1880.009,-307.253,-4880.903,42428.689,23316.719,-12034.127
6,120.0,6.05212,2.01737,2023.132,-334.709,-5036.459,44437.306,20673.065,18087.92
7,140.0,6.21644,2.07215,2124.951,-254.757,-5049.172,43621.544,11866.824,23671.508
8,160.0,6.29542,2.09847,1734.54,-303.076,-5022.634,42790.889,15636.208,14154.508
9,180.0,6.11376,2.03792,1994.183,-318.797,-5001.203,44227.616,26671.421,11468.109
10,200.0,6.0468,2.0156,2076.956,-301.659,-5129.806,44257.624,29665.059,36818.369
11,220.0,6.34156,2.11385,1590.572,-495.735,-5062.015,43340.428,42960.788,48460.965
12,240.0,6.02459,2.0082,1867.568,-307.744,-4934.512,44545.482,31948.207,12238.641
13,260.0,6.19366,2.06455,2113.393,-243.456,-5006.089,43841.182,18538.912,9460.039
14,280.0,6.24486,2.08162,1843.374,-274.775,-4985.601,43075.132,9393.785,8043.49
15,300.0,6.23398,2.07799,2119.467,-236.873,-4992.34,43794.697,7344.545,10531.448
16,320.0,6.34002,2.11334,1928.072,-192.972,-5091.555,42428.558,-16399.409,27429.829
17,340.0,6.06016,2.02005,1895.306,-275.059,-5098.703,44283.001,-12927.372,24336.642
18,360.0,6.05163,2.01721,2154.865,-168.239,-5060.076,44436.643,-18431.818,25835.422
19,380.0,6.45271,2.1509,1971.287,-293.088,-5098.781,41871.605,9366.967,25970.994
20,400.0,6.10561,2.0352,2065.234,-235.659,-5119.124,44242.335,-8281.45,25968.022
21,420.0,5.99914,1.99971,2094.605,-213.07,-4974.842,44203.907,-9091.218,-11345.186
22,440.0,6.60695,2.20232,1889.27,-298.51,-4896.753,41064.27,15964.136,-17003.834
23,460.0,6.21257,2.07086,1774.523,-298.237,-4952.759,43521.814,10577.376,-6171.49
24,480.0,5.98221,1.99407,1724.042,-312.177,-4918.715,44438.448,15544.222,-9150.459
25,500.0,6.03451,2.0115,2062.809,-272.376,-5142.355,44547.383,5617.982,24306.396
26,520.0,6.18055,2.06018,2159.052,-192.713,-4948.625,44158.412,11693.108,-13466.486
27,540.0,6.12446,2.04149,1917.1,-196.197,-4984.846,44257.397,-16924.073,7348.271
28,560.0,6.168,2.056,2324.588,-162.481,-5022.67,44472.5,-20523.096,13597.334
29,580.0,6.13561,2.05543,2169.306,-212.595,-5015.266,43367.39,-12124.678,10975.274
