index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.24633,2.08211,2240.272,-138.142,-5049.002,42960.432,-16296.245,14640.659
1,20.0,6.33264,2.11088,2266.695,-123.156,-5071.301,42643.157,-26142.178,17948.164
2,40.0,6.00608,2.00203,2403.601,-158.71,-5062.207,44712.106,-9908.202,15930.602
3,60.0,6.25648,2.08549,2237.55,-304.891,-5106.472,43601.348,24337.826,29905.364
4,80.0,6.40478,2.13493,2192.416,-244.259,-5050.375,42189.301,20965.498,17134.886
5,100.0,5.87519,1.9584,2224.013,-173.833,-5029.488,44840.222,-10862.603,14091.062
6,120.0,6.45676,2.15225,2330.32,-132.011,-4966.412,42317.129,-17080.265,-10092.1
7,140.0,6.17818,2.05939,2051.508,-207.698,-4975.857,43327.706,19882.18,-8738.764
8,160.0,6.33169,2.11056,2038.802,-318.02,-4973.222,42534.746,32170.705,-6776.906
9,180.0,6.12261,2.04087,1966.939,-339.422,-4992.962,44108.266,22756.201,14117.161
10,200.0,6.23593,2.07864,2122.739,-223.135,-5047.008,43451.691,-8226.534,27195.81
11,220.0,6.36843,2.12281,2060.058,-265.804,-5080.627,42499.51,13894.283,23815.263
12,240.0,6.24856,2.08285,1882.678,-254.743,-4936.672,43110.491,13320.56,-8278.267
13,260.0,6.14968,2.04989,1893.104,-316.993,-5024.994,43719.387,21365.828,18498.672
14,280.0,6.08823,2.02941,1770.943,-368.518,-5129.291,44134.05,16530.01,37655.601
15,300.0,6.20771,2.06924,2163.712,-232.674,-5110.88,43888.603,-8455.281,35378.08
16,320.0,6.03542,2.01181,1892.001,-327.928,-5080.861,44414.818,16149.657,30483.246
17,340.0,5.9357,1.97857,2237.102,-243.412,-5016.087,44974.621,16195.675,10632.678
18,360.0,6.43967,2.14656,2231.383,-255.267,-5001.299,42110.788,7437.72,10374.475
19,380.0,6.2341,2.07803,2063.687,-147.34,-5090.11,43429.875,-19750.19,23770.707
20,400.0,6.16021,2.0534,1964.234,-222.304,-4950.604,43463.653,8001.426,-6192.193
21,420.0,6.35631,2.11877,2302.457,-163.039,-4973.637,43680.006,-12834.912,-10108.469
22,440.0,6.10293,2.03431,1872.285,-208.055,-4987.354,44058.642,-8511.51,11837.896
23,460.0,6.17538,2.05846,2198.5,-222.629,-5068.416,43956.962,-5570.799,22241.868
24,480.0,5.92604,1.97535,2122.419,-197.323,-5042.186,45098.326,-8328.055,17335.817
25,500.0,6.26399,2.088,2279.723,-107.376,-4985.482,43054.542,-17861.363,7833.902
26,520.0,5.95152,1.98384,2249.271,-169.296,-5072.409,44866.349,-5862.211,20402.784
27,540.0,6.21081,2.07027,2493.854,-175.613,-5089.578,43803.29,-9162.327,21486.452
28,560.0,6.05771,2.01924,2484.149,-130.935,-4933.577,44474.867,-12977.931,-15171.582
29,580.0,6.34129,2.12433,2340.282,-152.471,-5000.462,42907.947,-16141.522,-6325.245
