index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,5.99275,1.99758,3795.326,52.378,-5077.162,43278.103,4899.093,25737.585
1,20.0,5.95795,1.98598,3500.112,-44.733,-5049.667,44694.55,-7060.973,16858.163
2,40.0,5.87296,1.95765,4214.461,73.032,-5060.541,44714.595,-10659.104,16497.123
3,60.0,6.48597,2.16199,4004.428,46.483,-5102.036,41665.054,-2240.767,17902.297
4,80.0,6.32717,2.10906,3337.591,-54.814,-5076.597,42362.128,-4877.173,16076.804
5,100.0,5.91403,1.97134,3510.804,44.234,-5039.88,44899.946,-17168.658,17289.55
6,120.0,5.78135,1.92712,3637.398,56.732,-5048.335,44781.929,-13813.928,19326.824
7,140.0,5.90713,1.96904,4157.544,141.828,-5080.959,40529.207,-15686.094,30024.684
8,160.0,6.0394,2.01313,4107.37,121.861,-5035.823,34692.57,-22975.776,23768.453
9,180.0,6.02733,2.00911,4165.455,101.052,-5021.804,37623.079,-20291.154,23114.485
10,200.0,6.17103,2.05701,4004.446,44.082,-5037.737,43209.121,-14704.673,16403.858
11,220.0,6.53088,2.17696,3818.493,-57.875,-5000.648,41944.117,-12769.255,3923.355
12,240.0,6.18303,2.06101,3113.731,-100.181,-5014.319,43580.423,-16464.816,2807.248
13,260.0,6.13232,2.04411,3386.653,-62.04,-5024.855,43633.577,-15381.383,15164.696
14,280.0,6.18781,2.0626,3515.17,-30.134,-5078.778,43313.763,-11702.49,20251.697
15,300.0,5.75723,1.91908,3681.978,34.96,-5014.802,42206.463,-21679.987,12162.559
16,320.0,6.02644,2.00881,4139.056,80.881,-4961.121,36373.87,-34807.325,7635.348
17,340.0,6.12514,2.04171,4170.408,-47.17,-4981.129,42995.96,-23060.074,6628.486
18,360.0,5.94493,1.98164,3859.63,-53.142,-5033.444,44716.685,-14376.864,10648.702
19,380.0,6.44738,2.14913,3772.966,41.334,-4989.352,42167.196,-26527.955,13355.05
20,400.0,6.00466,2.00155,3254.101,89.007,-4973.622,44226.834,-34871.275,11343.912
21,420.0,6.12856,2.04285,3776.505,71.014,-4979.863,43859.561,-31948.156,10907.93
22,440.0,6.26165,2.08722,3221.255,80.731,-4987.965,42779.608,-37271.225,9405.128
23,460.0,5.8304,1.94347,3789.276,115.823,-5000.095,45026.788,-30774.271,19683.47
24,480.0,5.91505,1.97168,3884.009,119.092,-5033.597,44711.769,-25899.352,22148.466
25,500.0,5.80825,1.93608,4100.977,120.992,-4980.296,42212.428,-26361.096,16620.44
26,520.0,6.05707,2.01902,4224.337,166.258,-5080.515,42446.662,-18697.562,34739.316
27,540.0,6.10471,2.0349,4300.572,189.281,-5073.696,38536.387,-19326.72,31518.735
28,560.0,6.37166,2.12389,4133.391,176.186,-5007.411,41962.512,-25726.218,23634.324
29,580.0,6.09905,2.04318,4203.748,114.585,-5047.608,42019.626,-11166.95,18832.757
