index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.23665,2.07888,1843.946,-215.044,-4935.186,41604.244,8928.051,8097.772
1,20.0,5.95689,1.98563,1250.504,-223.093,-4872.4,28328.838,10798.263,3391.654
2,40.0,4.84836,1.61612,695.287,-194.647,-4793.427,13851.965,7211.921,-11496.091
3,60.0,3.15263,1.05088,325.675,-106.213,-4702.164,-35.768,-18937.791,-20380.773
4,80.0,0.97786,0.32595,420.983,-85.556,-4565.382,-27.115,-27535.515,-10606.056
5,100.0,0.21542,0.07181,478.494,-44.882,-4650.647,-2.743,-27794.535,-6889.692
6,120.0,0.1877,0.06257,463.183,59.782,-4632.013,-2.227,-25610.785,-5386.074
7,140.0,0.15459,0.05153,441.119,78.478,-4551.634,-1.594,-24660.52,3291.483
8,160.0,0.1438,0.04793,421.708,43.133,-4490.82,1.068,-25964.449,3957.543
9,180.0,0.15796,0.05292,416.719,-42.833,-4493.234,1.427,-27870.892,2441.063
