index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.23593,2.07864,1837.742,-341.763,-4947.044,43150.774,25158.126,12856.576
1,20.0,6.46518,2.15506,2070.535,-350.258,-4942.668,42067.211,26989.933,-7079.258
2,40.0,6.61841,2.20614,2040.266,-209.517,-4982.155,40435.111,-8373.134,-12503.319
3,60.0,7.09806,2.36602,2057.661,-297.686,-4935.582,38101.46,21336.439,-12941.684
4,80.0,7.15239,2.38413,1909.399,-331.645,-5121.574,37614.348,12998.381,37339.156
5,100.0,6.83832,2.27944,1498.872,-384.361,-5085.867,32438.951,11768.646,38315.144
6,120.0,5.7225,1.9075,1054.003,-251.409,-5033.789,20861.28,-11066.769,16035.228
7,140.0,4.62434,1.54145,557.006,-202.493,-4898.383,5256.528,-15489.929,-13740.793
8,160.0,2.38351,0.7945,368.112,-168.862,-4707.576,-57.078,-28673.124,-22163.814
9,180.0,0.52743,0.17581,475.968,100.282,-4559.339,-28.591,-36955.569,-10416.787
10,200.0,0.2892,0.0964,466.021,52.739,-4697.668,-12.961,-35886.629,-11930.598
11,220.0,0.22228,0.07409,512.34,-121.653,-4790.313,9.578,-33452.047,-8094.289
12,240.0,0.23388,0.07796,482.392,79.441,-4762.726,13.041,-31120.161,-5962.567
13,260.0,0.23808,0.07936,433.145,-177.621,-4537.143,-12.996,-32340.938,5564.199
14,280.0,0.15769,0.05283,456.952,-167.961,-4617.118,-13.061,-30906.039,-6306.464
