index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,4.84205,1.61402,2791.424,41.251,-4984.382,21789.659,-22878.595,10443.345
1,20.0,4.70123,1.56708,2640.269,31.344,-4997.97,20584.012,-19578.051,11590.276
2,40.0,4.53796,1.51265,2484.787,16.773,-5027.285,19198.035,-17121.141,12668.411
3,60.0,4.5587,1.51957,2560.56,-13.228,-5020.952,19280.054,-16276.68,10389.583
4,80.0,4.37431,1.4581,2283.291,-21.892,-5000.674,18108.052,-18551.305,4843.765
5,100.0,4.08796,1.36265,2128.09,-29.374,-4982.143,15517.372,-20629.722,-1848.785
6,120.0,4.17307,1.39102,2223.249,-44.702,-4996.014,16162.262,-16256.264,5090.74
7,140.0,4.22132,1.40711,2232.62,-16.948,-4977.489,16513.884,-21912.779,2853.219
8,160.0,4.49137,1.49712,2544.262,37.489,-4965.539,18823.327,-29989.331,7460.555
9,180.0,4.6297,1.54323,2710.865,43.723,-4976.132,19934.949,-28083.702,8627.922
10,200.0,5.08278,1.69426,3184.441,53.267,-5011.889,24116.638,-24958.635,14938.539
11,220.0,5.32755,1.77585,3246.338,12.625,-5034.44,26302.799,-15013.651,14485.326
12,240.0,5.43381,1.81127,3456.311,-28.396,-4982.73,27479.264,-18768.106,4723.462
13,260.0,5.63297,1.87766,3600.762,55.986,-4976.04,29467.898,-29513.184,9389.434
14,280.0,5.47625,1.82542,3418.566,64.235,-4995.54,27942.03,-27912.855,14657.686
15,300.0,5.34009,1.78003,3282.026,57.786,-5043.435,26604.226,-20963.336,24860.823
16,320.0,5.08932,1.69644,3037.309,60.171,-5048.528,24283.333,-22272.307,25969.242
17,340.0,4.79197,1.59732,2731.976,41.857,-5011.256,21452.741,-23951.729,15938.541
18,360.0,4.8402,1.6134,2914.587,38.917,-5008.048,21797.196,-24566.369,11712.333
19,380.0,4.96382,1.65461,2924.766,46.697,-4998.204,23065.052,-26383.146,9959.051
20,400.0,4.61609,1.5387,2555.553,19.944,-4997.804,19967.027,-22368.32,12556.087
21,420.0,4.5454,1.51513,2551.191,34.167,-5000.035,19174.85,-22124.349,11995.219
22,440.0,4.66929,1.55643,2614.947,25.561,-4972.562,20228.358,-26547.265,6148.326
23,460.0,4.55831,1.51944,2508.849,-31.683,-4992.498,19396.041,-16593.426,2971.404
24,480.0,4.37936,1.45979,2362.283,-41.841,-5020.357,17829.83,-8984.475,10102.565
25,500.0,4.43556,1.47852,2442.92,-27.201,-5016.0,18243.986,-10070.349,12278.65
26,520.0,4.59359,1.5312,2638.949,38.461,-5011.194,19620.467,-21722.352,16710.985
27,540.0,4.79255,1.59752,2781.182,44.85,-4995.647,21304.631,-21944.731,13475.885
28,560.0,4.82432,1.60811,2759.568,22.038,-4992.621,21596.346,-14938.208,7929.529
29,580.0,4.86559,1.62997,2836.287,32.313,-5006.664,21962.412,-16073.452,11508.5
