index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,5.95771,1.9859,2260.885,-151.562,-5078.849,44746.016,-11490.578,21129.778
1,20.0,6.10767,2.03589,2536.601,-193.303,-5007.312,44153.189,7265.04,12042.98
2,40.0,6.39062,2.13021,2366.704,-191.205,-5004.506,42172.673,-11353.541,-13500.014
3,60.0,6.37433,2.12478,1888.49,-237.079,-4928.596,42754.22,13255.059,-15490.967
4,80.0,5.76985,1.92328,2369.386,-147.224,-5037.714,45111.968,-16268.911,20036.218
5,100.0,6.03984,2.01328,2647.163,80.215,-5049.282,44723.998,-23491.427,19502.682
6,120.0,6.26853,2.08951,2390.958,-114.242,-5071.014,43498.065,-19225.238,23251.995
7,140.0,6.39163,2.13054,2494.963,-231.059,-5050.543,42593.093,11849.133,12234.157
8,160.0,6.29789,2.0993,2156.3,-198.322,-5052.797,42794.748,7416.775,17487.262
9,180.0,6.17222,2.05741,2108.394,-185.139,-5049.323,43544.469,-10386.909,13853.219
10,200.0,6.02934,2.00978,2303.45,-262.154,-5033.871,44616.092,13683.402,16054.873
11,220.0,6.01932,2.00644,2476.592,-237.917,-5074.397,44594.358,13406.259,18256.049
12,240.0,6.17173,2.05724,2565.006,-136.097,-5011.99,43960.787,-16879.725,6039.312
13,260.0,6.35047,2.11682,2444.16,-117.808,-5048.018,42378.502,-21467.186,11797.861
14,280.0,6.45104,2.15035,2043.079,-278.296,-5035.333,41960.659,19770.31,17086.421
15,300.0,6.17403,2.05801,2166.884,-228.484,-5029.054,43674.121,8414.46,15249.77
16,320.0,5.88246,1.96082,2342.067,-102.273,-5078.928,45052.328,-21076.455,18678.285
17,340.0,6.21542,2.07181,2714.029,-134.701,-5060.724,44451.944,-18320.433,13129.747
18,360.0,6.23791,2.0793,2137.011,-231.513,-5057.278,44002.357,-8746.054,17926.799
19,380.0,5.8884,1.9628,2460.035,-218.133,-5112.983,44845.218,-6880.008,33893.165
20,400.0,6.41318,2.13773,2805.109,-191.355,-5056.734,43284.912,8802.558,19396.039
21,420.0,6.24977,2.08326,2279.504,-212.953,-5061.465,43143.427,10903.318,13460.954
22,440.0,6.44837,2.14946,2095.564,-293.073,-5025.59,41556.199,27576.479,18064.355
23,460.0,6.25887,2.08629,2129.265,-247.787,-5046.43,43192.833,15035.607,17264.539
24,480.0,5.79442,1.93147,2219.693,-258.372,-4984.753,44711.165,21469.312,9571.272
25,500.0,6.24878,2.08293,2346.074,-198.301,-5091.0,43253.932,-14870.831,21366.946
26,520.0,6.26033,2.08678,2285.363,-157.352,-5050.39,42900.544,-14464.34,18531.674
27,540.0,6.32627,2.10876,2249.079,97.071,-5040.159,42785.866,-33063.237,-7001.658
28,560.0,6.13726,2.04575,2250.406,-91.049,-5018.879,44080.123,-26967.49,-12286.804
29,580.0,6.2281,2.08641,2118.322,-179.599,-4976.354,43424.577,-8912.76,-8054.369
