index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,0.0585,0.0195,464.504,7.637,-4964.18,-1.921,-28122.183,-176.783
1,20.0,0.03597,0.01199,464.833,10.126,-4963.629,-1.753,-28190.292,-187.718
2,40.0,0.0519,0.0173,463.564,10.669,-4958.343,2.387,-28168.967,-226.259
3,60.0,0.05892,0.01964,464.747,5.872,-4964.239,-1.482,-28224.447,-189.5
4,80.0,0.04133,0.01378,464.905,5.705,-4965.284,-1.385,-28215.722,-206.089
5,100.0,0.0426,0.0142,464.665,6.027,-4963.743,1.59,-28156.177,-194.011
6,120.0,0.04141,0.0138,464.42,10.739,-4966.296,1.672,-28122.064,-187.767
7,140.0,0.04384,0.01461,464.384,13.324,-4964.542,-1.468,-28086.689,-196.641
8,160.0,0.02551,0.0085,465.481,12.475,-4966.232,-1.496,-28194.775,-189.355
9,180.0,0.01351,0.0045,465.57,-16.283,-4958.327,54.963,-28265.883,248.653
10,200.0,0.00051,0.00017,463.566,-17.232,-4962.112,-25.008,-28232.585,262.571
11,220.0,0.01095,0.00365,466.924,-15.235,-4966.176,63.304,-28200.489,230.252
12,240.0,0.03727,0.01242,466.159,10.983,-4965.883,1.597,-28178.117,-164.035
13,260.0,0.04933,0.01644,464.755,-7.657,-4963.262,1.384,-28186.475,-154.788
14,280.0,0.04384,0.01461,465.629,-12.333,-4964.811,-1.704,-28175.194,-155.333
15,300.0,0.03825,0.01275,465.192,-11.25,-4965.379,1.135,-28178.925,143.773
16,320.0,0.03357,0.01119,464.907,-8.324,-4966.682,-1.114,-28190.482,112.335
17,340.0,0.02463,0.00821,465.021,-6.105,-4966.664,-1.157,-28200.667,85.637
18,360.0,0.01732,0.00577,464.798,6.049,-4965.999,-1.14,-28169.844,-92.324
19,380.0,0.00951,0.00317,464.408,7.79,-4967.823,45.09,-28120.649,-107.346
20,400.0,-0.00194,0.00065,464.696,-6.337,-4967.344,-19.958,-28092.987,-137.576
21,420.0,-0.00211,0.0007,464.197,-7.635,-4962.744,-35.2,-28099.054,-134.232
22,440.0,-0.00614,0.00205,465.334,-7.884,-4963.967,-54.459,-28116.377,-115.892
23,460.0,-0.00668,0.00223,465.419,-10.775,-4964.032,-43.528,-28153.296,150.535
24,480.0,0.00721,0.0024,464.86,-11.462,-4966.431,61.878,-28139.593,165.885
25,500.0,0.02298,0.00766,465.415,-13.089,-4968.586,1.416,-28149.083,156.511
26,520.0,0.02354,0.00785,466.175,-14.956,-4967.616,2.113,-28144.492,165.093
27,540.0,0.04703,0.01568,466.333,9.079,-4963.488,2.021,-28046.705,-168.107
28,560.0,0.06883,0.02294,466.039,8.549,-4965.236,1.063,-28086.608,-131.142
29,580.0,0.06595,0.02209,465.487,12.111,-4967.114,-1.317,-28104.861,-146.134
