index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.44691,2.14897,3501.312,-56.417,-5025.517,41655.734,-11427.109,15335.924
1,20.0,6.23992,2.07997,3234.069,77.114,-5072.854,43047.838,-19940.811,34088.443
2,40.0,6.30904,2.10301,3088.177,69.456,-5044.322,42351.874,-17980.977,31295.783
3,60.0,6.2152,2.07173,3345.635,38.483,-5058.457,43607.66,-13168.084,20527.556
4,80.0,6.19235,2.06412,2970.158,-42.363,-5011.017,43635.336,-18498.373,12366.706
5,100.0,6.21844,2.07281,2959.563,27.594,-4965.665,43292.305,-26788.798,5534.438
6,120.0,6.11649,2.03883,3296.965,72.412,-4988.708,43903.502,-31112.876,17909.075
7,140.0,6.44176,2.14725,2807.681,-95.184,-4975.326,41719.693,-20268.67,8816.264
8,160.0,6.14198,2.04733,2824.099,-56.331,-5024.897,43591.87,-22874.115,7501.59
9,180.0,6.11727,2.03909,2943.522,-68.513,-4977.596,43646.181,-24217.792,-10299.428
10,200.0,6.18696,2.06232,2933.585,-50.205,-5032.938,43326.805,-21698.968,11651.621
11,220.0,5.84354,1.94785,3472.072,-39.603,-5078.17,45052.159,-8920.547,19428.629
12,240.0,6.27475,2.09158,3631.538,98.928,-5020.304,43143.732,-24883.717,17139.128
13,260.0,6.4767,2.1589,2915.901,44.446,-4972.191,41553.848,-27766.25,2525.306
14,280.0,6.12932,2.04311,2900.77,-100.334,-5008.313,43946.089,-12707.046,8919.516
15,300.0,6.16062,2.05354,2873.531,-138.995,-5061.363,43448.626,7093.781,11246.531
16,320.0,5.85977,1.95326,3564.446,-54.968,-5095.201,45035.095,-14642.643,20183.617
17,340.0,6.35803,2.11934,3406.761,60.767,-5044.211,42255.659,-19926.095,18341.147
18,360.0,6.15245,2.05082,3306.878,-56.943,-5032.182,43485.547,-11410.813,7238.603
19,380.0,6.32708,2.10903,3109.814,-92.739,-5074.77,42223.472,7268.335,17547.189
20,400.0,6.2136,2.0712,3197.061,-42.313,-5096.737,43151.196,-13409.0,24131.823
21,420.0,6.55828,2.18609,2792.722,-82.85,-5092.629,40983.09,-10840.274,25904.404
22,440.0,6.18157,2.06052,2324.474,-105.636,-5016.391,43624.608,-11549.662,20313.645
23,460.0,6.04183,2.01394,2868.226,-50.518,-4972.871,44288.316,-23233.467,5330.662
24,480.0,6.03499,2.01166,3091.517,-58.135,-5053.402,44496.727,-11861.46,21694.366
25,500.0,6.27003,2.09001,2873.134,-76.019,-5079.432,42808.393,-12569.877,26633.322
26,520.0,5.54708,1.84903,3439.425,98.849,-5054.457,45000.661,-18074.645,22402.621
27,540.0,5.95635,1.98545,4157.566,150.161,-5021.303,42615.701,-20077.582,22503.958
28,560.0,6.36309,2.12103,3344.146,-40.784,-4998.856,42309.392,-12302.353,4263.052
29,580.0,6.0445,2.02491,3917.014,102.745,-5048.474,44480.595,-16093.496,23957.4
