index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,5.84089,1.94696,4137.693,135.641,-5132.689,44782.422,-9029.137,30298.191
1,20.0,6.0168,2.0056,4269.799,143.644,-5068.771,42423.441,-9758.149,22481.224
2,40.0,6.03252,2.01084,3970.62,106.447,-5073.569,40146.087,-8153.898,19808.486
3,60.0,6.1407,2.0469,4300.589,163.825,-5117.343,40909.815,-9305.388,25034.309
4,80.0,6.04011,2.01337,4041.406,195.525,-5086.321,41473.357,-19475.123,37986.726
5,100.0,6.16653,2.05551,4339.276,145.617,-5068.231,41232.227,-9583.412,22377.739
6,120.0,6.63071,2.21024,3763.697,-30.844,-5026.034,41029.41,-8812.902,17839.08
7,140.0,6.2368,2.07893,2978.86,-107.431,-4996.732,43033.233,-3107.691,3840.269
8,160.0,5.73486,1.91162,4015.682,-30.741,-4957.791,42475.244,-18817.689,6139.071
9,180.0,6.5235,2.1745,3751.621,26.702,-4957.05,41495.8,-20288.447,-2527.127
10,200.0,6.28468,2.09489,3566.405,61.794,-4966.181,42617.165,-32761.028,6844.708
11,220.0,6.19749,2.06583,3163.328,86.0,-4972.65,43336.489,-37394.999,11865.216
12,240.0,5.82889,1.94296,3915.523,83.609,-4960.39,45070.017,-34820.856,15641.455
13,260.0,6.10054,2.03351,3668.738,42.111,-5050.451,43969.444,-20213.419,25605.381
14,280.0,6.01054,2.00351,3432.308,-44.219,-5025.634,44454.948,-17654.1,12811.819
15,300.0,5.79493,1.93164,4106.492,30.43,-5025.944,42839.153,-21283.627,14065.823
16,320.0,6.04465,2.01488,4223.373,53.369,-5083.859,41010.932,-16721.655,18058.629
17,340.0,6.08508,2.02836,4232.175,69.762,-5070.143,41262.707,-18604.039,17906.72
18,360.0,6.38091,2.12697,4355.91,135.672,-5062.86,41692.972,-29883.894,31006.902
19,380.0,6.40063,2.13354,3111.18,-30.853,-5027.374,41702.598,-22190.243,20081.078
20,400.0,5.85476,1.95159,4065.14,101.157,-5025.937,38587.942,-18007.26,20896.569
21,420.0,6.216,2.072,4273.594,56.644,-4988.61,41333.083,-25426.359,12861.139
22,440.0,6.05197,2.01732,4203.437,44.796,-5033.825,42938.017,-22900.551,12603.05
23,460.0,6.15353,2.05118,4185.284,53.285,-4984.79,43407.635,-25132.677,6705.469
24,480.0,6.41148,2.13716,3998.856,54.975,-5000.126,41775.085,-23380.485,9825.129
25,500.0,6.55856,2.18619,3209.437,58.971,-4983.868,41175.186,-28399.566,10458.68
26,520.0,6.16948,2.05649,3233.245,59.691,-5009.866,43298.588,-27699.56,15545.984
27,540.0,6.02397,2.00799,3386.69,-39.607,-5033.913,44384.288,-12346.776,14956.253
28,560.0,6.06311,2.02104,3819.759,50.115,-5009.662,44358.831,-18731.262,13576.709
29,580.0,6.17117,2.06734,3332.821,64.555,-5055.104,43448.66,-12566.023,21610.087
