index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.00402,2.00134,2050.209,-253.963,-4981.605,44621.021,-11445.936,10423.255
1,20.0,6.69918,2.23306,1944.176,-334.673,-4909.509,40615.583,16603.953,-15978.229
2,40.0,6.717,2.239,2024.974,-362.688,-5020.872,40279.215,27935.079,24661.12
3,60.0,6.99392,2.33131,2037.439,-302.146,-4989.465,37862.477,20928.521,30712.081
4,80.0,6.29012,2.09671,1223.496,-398.281,-4884.7,27050.481,28203.092,-11206.485
5,100.0,4.85021,1.61674,702.633,-281.345,-4834.355,13385.45,9492.982,-25841.302
6,120.0,3.28764,1.09588,341.683,-192.927,-4811.424,-57.613,-23396.655,-30219.935
7,140.0,0.94515,0.31505,510.371,-69.091,-4776.966,-35.407,-34866.251,-17321.217
8,160.0,0.26006,0.08669,463.489,-109.049,-4645.677,-15.059,-31943.656,-14428.06
9,180.0,0.19355,0.06452,434.556,85.867,-4547.521,14.561,-30455.41,-15547.459
10,200.0,0.24865,0.08288,473.936,129.063,-4703.387,-12.076,-26356.339,-16342.185
11,220.0,0.18778,0.06259,468.49,220.43,-4626.068,14.0,-27749.772,-12340.12
12,240.0,0.12562,0.04187,442.077,225.317,-4550.95,-14.968,-30326.06,10183.965
13,260.0,0.16363,0.05454,439.629,-63.149,-4452.155,10.833,-27126.407,11483.771
14,280.0,0.1581,0.05296,432.302,-50.084,-4474.351,-11.477,-30300.524,-8017.929
