index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,0.30367,0.10122,437.021,495.115,-4543.595,20.832,-26230.722,-11455.679
1,20.0,0.2093,0.06977,441.821,575.529,-4420.829,-20.964,-20513.082,-6851.311
2,40.0,0.18167,0.06056,443.825,525.448,-4410.533,19.062,-25165.983,-5995.088
3,60.0,0.15316,0.05105,437.187,468.633,-4368.136,-14.222,-31593.826,-4640.206
4,80.0,0.24791,0.08264,386.997,195.136,-4004.71,23.781,-29404.898,-3538.439
5,100.0,0.29054,0.09685,455.442,195.362,-4368.306,17.489,-25556.197,-9340.157
6,120.0,0.20775,0.06925,455.771,-110.084,-4401.535,18.45,-23110.028,-5351.458
7,140.0,0.30128,0.10043,438.039,-152.593,-4387.895,17.068,-22289.025,4552.291
8,160.0,0.17949,0.05983,431.266,-313.373,-4146.535,17.268,-22070.368,6798.152
9,180.0,0.4137,0.1379,441.254,-265.052,-4261.968,-24.515,-25529.914,-9263.187
10,200.0,0.36912,0.12304,431.245,-225.03,-4309.915,20.149,-21794.413,-4328.042
11,220.0,0.35371,0.1179,334.855,-635.073,-4030.019,-21.693,-24690.787,10453.329
12,240.0,0.14506,0.04835,393.578,-594.616,-4078.226,20.823,-29645.929,4708.102
13,260.0,0.42815,0.14272,412.185,-354.396,-4237.843,19.213,-21039.349,-7786.746
14,280.0,0.45041,0.15014,364.988,-425.614,-4218.66,-13.732,-27051.932,5378.712
15,300.0,0.49818,0.16606,409.625,-588.127,-4516.451,22.148,-30000.699,-7626.525
16,320.0,0.38811,0.12937,434.486,-319.908,-4288.404,20.239,-37556.037,6272.954
17,340.0,0.41868,0.13956,408.57,-792.734,-4320.096,22.573,-36518.279,10417.93
18,360.0,0.29876,0.09959,466.331,199.333,-4198.529,-24.352,-32918.336,5557.819
19,380.0,0.3208,0.10693,457.854,-273.919,-4277.554,19.915,-36932.875,6216.744
20,400.0,0.36695,0.12232,494.394,-193.704,-4416.628,17.802,-31760.892,-7944.935
21,420.0,0.28148,0.09383,488.286,138.812,-4381.523,-21.587,-27745.971,-4295.096
22,440.0,0.29609,0.0987,405.628,311.952,-4137.222,23.471,-32882.834,-7131.443
23,460.0,0.33599,0.112,431.197,416.317,-4297.004,-23.756,-26216.812,-13326.439
24,480.0,0.24799,0.08266,352.279,459.13,-4217.233,17.58,-20091.707,-5919.709
25,500.0,0.23269,0.07756,401.699,308.299,-4229.948,-18.423,-27270.0,4411.709
26,520.0,0.24965,0.08322,383.35,257.662,-4227.389,15.959,-29112.254,-9961.093
27,540.0,0.16016,0.05339,423.765,382.725,-4452.926,-16.991,-24194.213,-11259.575
28,560.0,0.16672,0.05557,441.105,370.434,-4502.731,16.016,-23635.008,-6090.446
29,580.0,0.09564,0.03204,402.332,490.445,-4381.725,17.811,-22212.145,-2470.107
