index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.00318,2.00106,2252.413,-178.409,-4984.263,44612.4,-8616.513,-9276.376
1,20.0,6.27122,2.09041,2272.035,-230.311,-5094.76,43162.992,13369.503,24236.726
2,40.0,6.1472,2.04907,2092.653,-164.496,-5136.071,44044.987,-17415.81,32270.761
3,60.0,6.46785,2.15595,2331.789,-123.28,-5016.5,42878.566,-19118.333,13593.909
4,80.0,6.2555,2.08517,1833.999,-231.101,-5014.61,43430.157,-11215.898,16681.926
5,100.0,5.92759,1.97586,2032.579,-300.566,-5076.57,44922.968,11719.919,24821.66
6,120.0,5.86946,1.95649,2296.883,-94.163,-5036.989,45043.276,-20324.789,15548.479
7,140.0,6.38828,2.12943,2670.595,-138.365,-5020.181,43575.319,-20590.681,-6753.841
8,160.0,6.21209,2.0707,2027.829,-264.056,-4975.778,43323.664,20744.38,-12501.845
9,180.0,6.32813,2.10938,2292.142,-269.415,-5046.748,43442.127,13513.957,12169.97
10,200.0,6.15157,2.05052,1946.157,-237.517,-5051.649,43697.978,12560.864,13765.175
11,220.0,5.94662,1.98221,2322.93,-185.592,-5050.141,44737.723,-10580.451,17664.882
12,240.0,6.27142,2.09047,2507.441,-160.58,-5090.857,43869.99,-15033.195,25484.137
13,260.0,6.52062,2.17354,1893.522,-264.748,-5032.466,41459.63,16664.248,19488.194
14,280.0,5.73323,1.91108,2336.603,-182.658,-5046.586,45052.365,-6761.401,15724.558
15,300.0,6.32466,2.10822,2104.569,-197.405,-5072.667,42472.057,-6681.417,16790.265
16,320.0,6.26841,2.08947,1935.056,-274.071,-4989.665,43229.093,11665.909,12977.261
17,340.0,6.24999,2.08333,2182.567,-211.955,-4953.51,43582.103,5662.141,-11723.938
18,360.0,5.82948,1.94316,2182.327,-211.33,-5061.693,44968.267,-10851.314,18064.131
19,380.0,6.33996,2.11332,2338.499,-137.994,-4910.904,43306.222,-11688.19,-22508.961
20,400.0,6.37331,2.12444,2228.915,-197.843,-5076.307,42566.757,-8110.104,15434.764
21,420.0,6.36014,2.12005,1869.108,-181.206,-5096.111,43318.941,-18734.602,23844.42
22,440.0,5.95572,1.98524,1933.686,-167.305,-4930.67,44863.658,-17654.61,-22338.583
23,460.0,6.17586,2.05862,2168.945,-298.818,-5037.937,44127.253,7390.062,17528.173
24,480.0,6.19614,2.06538,2042.719,-286.462,-5015.753,43496.118,21906.136,16844.316
25,500.0,6.16267,2.05422,2093.373,-311.287,-5062.917,43888.791,27679.299,16423.729
26,520.0,6.25432,2.08477,2024.848,-370.285,-5051.275,43260.463,33159.878,27146.086
27,540.0,5.957,1.98567,2154.869,-261.384,-5022.58,44819.697,20991.215,17148.304
28,560.0,6.2755,2.09183,2383.586,-231.338,-5079.332,43565.007,17870.362,24774.313
29,580.0,6.26851,2.09995,2110.387,-125.241,-4998.928,43135.536,-23292.032,-11106.211
