index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.21591,2.07197,1982.943,-147.036,-5017.19,43474.732,-12217.012,-10683.469
1,20.0,6.0188,2.00627,2024.873,-250.216,-4985.738,44657.15,13954.464,-16661.869
2,40.0,6.26173,2.08724,2201.24,-280.491,-5113.744,43608.346,17093.4,27332.176
3,60.0,6.22116,2.07372,1819.609,-372.302,-5008.577,43273.718,35277.092,15955.466
4,80.0,6.54869,2.1829,2340.437,-419.492,-5043.22,43456.12,37681.535,18590.088
5,100.0,6.16564,2.05521,1911.244,-330.979,-4965.935,43984.082,22850.141,9669.753
6,120.0,5.93982,1.97994,1942.117,-267.421,-4986.594,44894.504,6782.807,15713.832
7,140.0,6.29186,2.09729,1879.111,-239.537,-5149.282,42755.854,-16150.32,36566.443
8,160.0,6.08615,2.02872,1953.736,-279.147,-5118.308,44421.122,-8830.05,33943.11
9,180.0,6.13471,2.0449,2024.334,-281.764,-5054.004,43827.849,9443.46,16026.851
10,200.0,6.27198,2.09066,1981.452,-271.12,-5176.353,43214.839,-10466.026,38100.571
11,220.0,6.35089,2.11696,1895.919,-250.935,-4974.928,42991.638,13337.483,-13235.465
12,240.0,5.97247,1.99082,1958.448,-284.489,-4960.569,44919.649,-11244.672,-15373.388
13,260.0,6.16185,2.05395,2124.768,-152.544,-4982.938,44002.396,-22147.858,-12987.504
14,280.0,6.31214,2.10405,1854.091,-374.557,-5023.665,42582.563,21050.772,16983.292
15,300.0,6.11152,2.03717,1895.005,-438.498,-4963.841,44199.86,32882.544,12457.085
16,320.0,6.37474,2.12491,2029.239,-441.903,-5109.609,42913.835,24407.591,34325.638
17,340.0,6.12176,2.04059,1964.014,-307.67,-5072.335,44087.162,7865.037,28516.83
18,360.0,6.36792,2.12264,1877.678,-323.586,-4958.144,42420.531,21661.478,12891.639
19,380.0,6.03633,2.01211,1869.361,-354.169,-4975.263,44652.655,19954.452,12497.949
20,400.0,5.96435,1.98812,2082.81,-330.025,-5072.65,44210.983,16241.086,30686.878
21,420.0,6.19622,2.06541,2002.443,-304.393,-5002.182,43475.125,29225.637,12562.031
22,440.0,6.44337,2.14779,1937.045,-408.577,-4870.647,42140.371,34742.092,-13850.906
23,460.0,5.84665,1.94888,2052.441,-182.119,-4987.63,44889.062,-14677.176,-25475.824
24,480.0,6.50816,2.16939,2198.615,-298.373,-4998.435,42144.082,16504.72,12639.718
25,500.0,6.25683,2.08561,1883.778,-255.19,-4971.162,43632.063,7426.03,-12060.965
26,520.0,5.98055,1.99352,2112.81,-285.299,-5041.448,44793.575,-13379.641,12015.11
27,540.0,6.25081,2.0836,2042.195,-270.206,-5012.83,43335.9,-8813.858,-10267.641
28,560.0,5.96789,1.9893,1980.027,-308.273,-5072.009,43817.476,10036.427,19762.546
29,580.0,6.33053,2.12073,2305.357,-235.729,-5006.36,43314.306,12658.072,-10204.502
