index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,6.14627,2.04876,2512.584,-114.741,-4984.994,44232.189,-14574.644,-6537.456
1,20.0,5.96419,1.98806,2273.389,-101.402,-5034.199,44865.369,-14327.359,12707.301
2,40.0,6.08964,2.02988,2624.448,-61.804,-5031.476,44256.632,-17737.29,13639.58
3,60.0,6.33341,2.11114,2495.795,-116.776,-5084.376,42389.154,-19132.11,32150.552
4,80.0,6.16625,2.05542,2447.156,-86.968,-5052.68,43602.681,-20994.22,18753.529
5,100.0,6.36082,2.12027,2307.551,-191.985,-5024.688,42113.56,8336.447,22292.44
6,120.0,6.23213,2.07738,2132.724,-210.31,-5006.486,43642.233,12219.816,11530.373
7,140.0,6.16728,2.05576,2392.687,-174.905,-4964.499,43856.472,5324.164,-11246.133
8,160.0,6.12673,2.04224,2203.315,-179.843,-4974.04,44134.322,-10944.863,5741.364
9,180.0,6.40493,2.13498,2288.073,-258.191,-5097.49,42241.013,14050.756,20815.863
10,200.0,6.01571,2.00524,2151.788,-232.605,-5076.051,44800.681,5906.145,16268.123
11,220.0,6.25349,2.0845,2393.836,-243.082,-5066.637,43786.059,16820.926,25764.032
12,240.0,6.10933,2.03644,2129.797,-207.09,-5064.377,44347.153,11417.002,23871.846
13,260.0,6.1191,2.0397,2456.018,-104.574,-5108.242,44301.414,-16350.264,26039.289
14,280.0,6.35906,2.11969,2247.89,-237.857,-4996.027,42547.291,10973.684,10959.261
15,300.0,5.94566,1.98189,2258.683,-208.11,-5102.146,44883.534,-8765.025,21731.38
16,320.0,6.14849,2.0495,2453.875,-169.984,-5164.888,43904.107,-5996.403,41886.02
17,340.0,6.0737,2.02457,2603.672,-118.809,-5058.33,44341.935,-22294.808,19940.976
18,360.0,6.45254,2.15085,2511.776,-148.081,-5066.275,42061.189,-17978.862,14924.823
19,380.0,6.29645,2.09882,2190.699,-185.714,-5035.819,42677.716,-11537.082,12651.685
20,400.0,6.54559,2.18186,2099.856,-258.479,-4979.937,41181.544,11025.225,5397.925
21,420.0,6.20767,2.06922,1879.032,-238.045,-4954.53,43795.689,5329.117,-5240.516
22,440.0,5.92936,1.97645,2122.83,-106.411,-4974.337,44967.636,-23299.966,-6761.186
23,460.0,5.99458,1.99819,2350.64,-151.41,-5040.648,44779.197,-16665.308,9067.883
24,480.0,6.16046,2.05349,2436.439,-132.266,-5127.161,43998.598,-7963.465,32964.83
25,500.0,6.22075,2.07358,2198.815,-175.749,-5012.106,43882.508,-7719.064,14275.421
26,520.0,6.26308,2.08769,2231.442,-215.241,-5032.742,42893.154,8267.966,13499.83
27,540.0,6.11329,2.03776,2236.425,-227.566,-5029.722,43916.236,18558.594,12754.249
28,560.0,6.44912,2.14971,2253.251,-196.014,-5013.226,42190.672,7066.684,5183.381
29,580.0,5.98686,2.0056,2027.616,-104.235,-4965.973,44518.592,-12219.038,-13883.636
