index,t_s,rpm,rev,Fx,Fy,Fz,Mx,My,Mz
0,-0.0,5.6008,1.86693,3604.787,136.831,-5025.221,29144.408,-25878.252,28622.822
1,20.0,5.34925,1.78308,3224.0,91.282,-4993.542,26881.422,-25344.042,19494.099
2,40.0,5.26263,1.75421,3244.327,72.089,-4973.02,25719.384,-26560.187,10900.358
3,60.0,5.07164,1.69055,2951.007,37.029,-4986.823,24267.101,-19369.774,8569.579
4,80.0,4.57766,1.52589,2460.961,-20.369,-4997.372,19888.355,-16173.172,7562.569
5,100.0,4.01726,1.33909,1978.419,-31.274,-4991.164,15406.592,-15244.585,6080.338
6,120.0,3.78169,1.26056,1881.829,-40.149,-4985.473,13263.296,-13755.513,5632.258
7,140.0,4.04718,1.34906,2218.828,-13.584,-5011.902,15313.648,-17529.908,9068.499
8,160.0,4.35485,1.45162,2409.627,-15.606,-5013.447,17637.072,-15654.188,10858.91
9,180.0,4.38986,1.46329,2385.638,24.282,-4993.176,17889.494,-25212.615,11250.295
10,200.0,4.65991,1.5533,2782.397,28.939,-5003.218,20292.821,-25739.942,11400.477
11,220.0,5.06694,1.68898,3133.495,37.88,-4971.197,23882.037,-30842.109,5815.535
12,240.0,5.1799,1.72663,3097.315,27.58,-4971.432,25100.531,-27695.772,6792.992
13,260.0,5.02451,1.67484,3024.231,51.27,-4987.742,23441.039,-32298.607,13209.92
14,280.0,5.10802,1.70267,3044.505,33.672,-4973.874,24221.478,-30060.324,10134.614
15,300.0,4.85617,1.61872,2714.816,-37.791,-4990.709,22151.459,-20387.06,5469.646
16,320.0,4.56053,1.52018,2465.693,-29.865,-4974.674,19574.842,-25612.35,1564.753
17,340.0,4.39892,1.46631,2403.856,-34.297,-4973.105,17983.931,-24069.214,2681.96
18,360.0,4.5649,1.52163,2573.834,-44.451,-4984.473,19351.26,-20484.778,3159.356
19,380.0,4.81951,1.6065,2808.153,-45.986,-4973.984,21593.498,-18605.911,1494.478
20,400.0,4.99272,1.66424,3000.772,29.094,-4984.178,23137.775,-23618.024,5837.909
21,420.0,5.11768,1.70589,3072.721,36.352,-5006.515,24317.108,-19025.543,10927.229
22,440.0,5.03307,1.67769,2908.935,57.588,-5013.025,23781.143,-23276.714,16485.641
23,460.0,4.7678,1.58927,2702.647,48.392,-4998.625,21164.898,-23264.652,13708.689
24,480.0,4.69835,1.56612,2628.686,72.739,-5037.419,20615.88,-21265.317,20434.948
25,500.0,4.40067,1.46689,2328.552,29.853,-5025.453,18205.575,-17441.335,18517.808
26,520.0,4.21302,1.40434,2258.525,-20.898,-5012.53,16485.511,-14243.481,12248.197
27,540.0,4.33867,1.44622,2468.557,-35.269,-5031.409,17551.112,-7398.777,12024.173
28,560.0,4.8836,1.62787,3000.037,30.163,-5041.329,22270.123,-11097.869,15730.945
29,580.0,5.32807,1.7849,3444.347,93.904,-5055.225,26496.029,-19065.544,23547.428
