dt,k,ncorr,eps_UW,eps_DW,eps_Sys,life_UW_ref,life_DW_ref,life_Sys_ref,D30_UW_ref,D30_DW_ref,D30_UW_cmb,t_ref_min,t_cmb_s,pass
10,0.4,4,3.4596173915430573,-5.553232517442675,2.0268794252435995,386962.8698534709,1692831.7844033998,331505.2012990123,7.752681804163778e-05,1.7721784453954365e-05,8.020894932171622e-05,2.4696279433332773,3.387728000001516,0
