t,rpm,Mx,My,Mz,Fx,Fy,Fz
-1.37845e-12,5.02264,23332.0,-22458.3,10318.3,2939.81,24.5216,-4956.94
0.1,5.03642,23296.9,-22649.8,11002.3,2952.74,14.9755,-4906.0
0.2,5.04138,23274.6,-22862.4,10851.0,2955.66,36.9664,-4906.49
0.3,5.03214,23256.3,-23343.4,10492.6,2964.39,75.2271,-5016.08
0.4,5.02168,23301.6,-22859.7,10374.8,2959.94,94.941,-5095.42
0.5,5.02461,23359.4,-19739.8,10926.7,2946.2,85.6517,-5074.41
0.6,5.02908,23350.4,-16147.2,11891.4,2941.97,60.9393,-4996.65
0.7,5.02515,23332.4,-14615.8,12254.6,2952.2,25.2546,-4976.86
0.8,5.015,23326.7,-14593.9,11947.9,2967.08,21.2288,-5029.82
0.9,5.00172,23321.5,-14307.0,11168.4,2977.06,34.029,-5008.23
1.0,4.9998,23357.5,-13627.7,10231.8,2974.12,37.0158,-4913.35
1.1,5.01583,23378.8,-13847.9,9614.16,2965.29,32.4668,-4900.32
1.2,5.03433,23342.9,-16157.2,9308.06,2964.66,47.036,-4996.78
1.3,5.04067,23295.3,-18954.1,8847.98,2957.04,72.158,-5079.26
1.4,5.03263,23271.7,-19997.3,8615.13,2937.61,117.092,-5087.94
1.5,5.01654,23283.1,-19682.9,8814.9,2926.96,136.244,-5063.06
1.6,5.01033,23342.6,-19997.0,9364.22,2919.35,111.205,-5050.83
1.7,5.01923,23383.9,-20364.7,10119.1,2922.85,64.8402,-5070.3
1.8,5.02953,23365.5,-18913.5,10730.3,2937.04,25.3325,-5046.27
1.9,5.02912,23340.8,-15426.5,11021.8,2959.69,4.786,-4948.66
2.0,5.02317,23339.3,-12552.6,11788.5,2974.55,24.8645,-4852.75
2.1,5.01705,23347.8,-11983.4,13384.6,2985.98,35.3758,-4882.75
2.2,5.02199,23388.2,-12869.8,15808.8,2987.63,36.7453,-4981.23
2.3,5.03568,23385.6,-12909.6,18547.4,2962.96,30.905,-5012.02
2.4,5.04039,23347.4,-12583.2,20560.5,2955.35,25.8696,-4961.85
2.5,5.03299,23327.3,-13417.9,21001.0,2951.06,24.3385,-4972.61
2.6,5.01874,23332.9,-16074.0,20039.9,2947.73,22.9638,-5059.18
2.7,5.01096,23378.8,-18406.7,18349.3,2956.44,19.936,-5104.36
2.8,5.02444,23449.2,-19025.3,16827.5,2964.02,13.2921,-5034.39
2.9,5.04845,23446.4,-19251.6,15924.2,2959.34,-6.56413,-4948.9
3.0,5.06061,23411.7,-20184.1,15091.8,2975.68,-21.4127,-4962.13
