index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.16435,23301.205,2404.447,-64.768,-4989.299,43450.744,-21711.627,5501.656
1,6.13779,23200.846,2472.669,-96.408,-5010.582,43558.986,-13556.088,9762.651
2,6.10291,23068.962,2533.103,-84.055,-5011.616,43882.295,-14695.846,6606.672
3,5.93761,22444.128,2915.688,-60.606,-4954.477,44878.645,-18973.575,-7697.858
4,6.25051,23626.89,2957.223,-66.091,-4986.977,42997.33,-15667.586,8310.512
5,6.21787,23503.511,2645.843,-77.53,-5049.676,43297.764,-15117.977,23233.411
6,5.99852,22674.443,3277.021,-56.371,-5080.322,44660.236,-3048.417,14536.318
7,6.27271,23710.806,2785.79,-52.712,-5033.412,43326.084,-20153.715,20385.414
8,6.2236,23525.17,2955.091,49.595,-5029.632,43302.615,-26580.51,19537.568
9,6.40151,24197.746,2795.246,60.997,-5012.146,42272.309,-29688.035,8871.38
10,6.10282,23068.622,2863.142,-61.906,-5045.838,44227.617,-21530.074,13296.741
11,6.13708,23198.125,2497.027,-162.156,-4986.824,43810.03,8172.147,2608.537
12,6.30385,23828.515,2849.161,-194.149,-5008.861,43057.86,15079.076,4937.472
13,5.96388,22543.466,2828.399,-73.617,-5103.493,44758.221,-9075.944,26785.751
14,6.40578,24213.848,2680.748,-166.923,-5088.056,42053.238,13724.245,29572.271
15,6.05063,22871.419,2641.526,-163.841,-5054.125,44171.645,8179.6,13262.068
16,6.02834,22787.163,2985.893,-109.216,-5093.953,44419.351,-7875.445,23032.287
17,6.28024,23739.269,2924.279,-89.95,-5094.137,42670.433,-8666.543,26234.737
18,6.29186,23783.269,2673.462,-115.241,-5137.707,42505.471,-6039.918,34958.632
19,6.1504,23248.474,2821.364,-50.255,-5070.583,43492.131,-22952.166,21543.0
20,6.08633,23006.365,3051.591,-31.111,-5011.576,44152.843,-28653.426,10589.61
21,6.14462,23226.701,2886.316,-32.249,-5006.323,43745.682,-32992.539,9660.938
22,5.8866,22251.348,3312.43,-68.096,-5046.876,45013.141,-10739.557,13600.202
23,6.43326,24317.723,3331.475,-58.258,-5084.272,42773.996,-4344.146,20251.668
24,6.45249,24390.412,2377.754,-117.574,-5031.303,41631.69,-11132.821,20589.981
25,6.16255,23294.401,2622.776,-133.884,-4992.979,43655.275,-10865.448,5698.773
26,6.29545,23796.763,2345.013,-90.83,-4973.141,42752.014,-15818.84,4128.354
27,6.04418,22847.038,2624.875,58.383,-5007.008,44415.251,-29203.102,13122.805
28,6.38119,24120.86,2360.581,-95.437,-5023.019,42112.221,-21226.95,11212.696
29,6.1461,23348.38,2476.673,-59.406,-4987.559,43743.53,-24009.288,4898.833
