index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.47392,1161.419,1946.285,-230.519,-4918.783,42469.048,9445.65,-22799.942
1,6.46212,1159.304,1882.48,-327.606,-4941.183,42052.05,21872.229,-12962.028
2,6.1927,1110.969,1712.926,-198.753,-4852.724,43194.891,9881.434,-23331.007
3,5.81416,1043.059,1924.117,-228.206,-4959.296,45069.446,-6515.04,6348.887
4,6.09445,1093.343,2056.424,-270.286,-4965.808,44324.457,19937.399,8586.718
5,6.43118,1153.755,1880.009,-307.253,-4880.903,42428.689,23316.719,-12034.127
6,6.05212,1085.749,2023.132,-334.709,-5036.459,44437.306,20673.065,18087.92
7,6.21644,1115.231,2124.951,-254.757,-5049.172,43621.544,11866.824,23671.508
8,6.29542,1129.397,1734.54,-303.076,-5022.634,42790.889,15636.208,14154.508
9,6.11376,1096.809,1994.183,-318.797,-5001.203,44227.616,26671.421,11468.109
10,6.0468,1084.796,2076.956,-301.659,-5129.806,44257.624,29665.059,36818.369
11,6.34156,1137.674,1590.572,-495.735,-5062.015,43340.428,42960.788,48460.965
12,6.02459,1080.813,1867.568,-307.744,-4934.512,44545.482,31948.207,12238.641
13,6.19366,1111.141,2113.393,-243.456,-5006.089,43841.182,18538.912,9460.039
14,6.24486,1120.328,1843.374,-274.775,-4985.601,43075.132,9393.785,8043.49
15,6.23398,1118.374,2119.467,-236.873,-4992.34,43794.697,7344.545,10531.448
16,6.34002,1137.4,1928.072,-192.972,-5091.555,42428.558,-16399.409,27429.829
17,6.06016,1087.191,1895.306,-275.059,-5098.703,44283.001,-12927.372,24336.642
18,6.05163,1085.662,2154.865,-168.239,-5060.076,44436.643,-18431.818,25835.422
19,6.45271,1157.614,1971.287,-293.088,-5098.781,41871.605,9366.967,25970.994
20,6.10561,1095.345,2065.234,-235.659,-5119.124,44242.335,-8281.45,25968.022
21,5.99914,1076.244,2094.605,-213.07,-4974.842,44203.907,-9091.218,-11345.186
22,6.60695,1185.289,1889.27,-298.51,-4896.753,41064.27,15964.136,-17003.834
23,6.21257,1114.537,1774.523,-298.237,-4952.759,43521.814,10577.376,-6171.49
24,5.98221,1073.208,1724.042,-312.177,-4918.715,44438.448,15544.222,-9150.459
25,6.03451,1082.589,2062.809,-272.376,-5142.355,44547.383,5617.982,24306.396
26,6.18055,1108.789,2159.052,-192.713,-4948.625,44158.412,11693.108,-13466.486
27,6.12446,1098.73,1917.1,-196.197,-4984.846,44257.397,-16924.073,7348.271
28,6.168,1106.539,2324.588,-162.481,-5022.67,44472.5,-20523.096,13597.334
29,6.13561,1106.232,2169.306,-212.595,-5015.266,43367.39,-12124.678,10975.274
