index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,3.48608,43924.734,1409.673,-13.172,-4972.661,5024.733,-21288.72,3062.023
1,3.48684,43934.184,1336.671,-11.6,-4968.504,3594.176,-21293.397,2687.495
2,3.48951,43967.826,1247.472,-10.994,-4975.517,2767.568,-21288.337,5075.914
3,3.49457,44031.708,1244.66,-11.4,-4977.46,2508.675,-22916.928,6382.191
4,3.49927,44090.676,1289.284,-12.783,-4977.313,3051.87,-23023.661,6206.735
5,3.48791,43947.792,1245.804,-8.232,-4975.438,2509.542,-23487.571,3502.668
6,3.49132,43990.506,1230.699,-8.065,-4967.966,1913.232,-24369.651,992.209
7,3.50483,44160.984,1317.912,-9.399,-4971.718,2840.087,-23282.17,3091.706
8,3.50357,44145.108,1376.204,-11.132,-4985.684,3956.601,-24359.25,8388.373
9,3.48949,43967.448,1340.505,-22.398,-4968.736,3699.747,-20551.444,5041.218
10,3.49243,44004.492,1312.116,-13.32,-4965.571,3110.499,-26276.86,4531.334
11,3.49559,44044.56,1318.467,11.733,-4970.299,2992.819,-31244.047,5460.045
12,3.50215,44126.964,1382.115,19.31,-4975.028,3940.215,-33321.329,5113.684
13,3.4949,44035.866,1387.171,6.16,-4968.471,4193.448,-30652.073,3163.267
14,3.49577,44046.828,1378.795,-5.026,-4971.968,4221.482,-29219.192,4799.368
15,3.48867,43957.242,1310.536,-6.406,-4974.631,3502.563,-27359.976,4529.354
16,3.49486,44035.11,1309.441,-8.224,-4973.569,3202.031,-24299.482,4577.175
17,3.50386,44148.51,1368.653,-14.716,-4976.427,4267.661,-21478.348,4724.487
18,3.50444,44156.07,1433.763,7.575,-4978.611,5530.412,-25910.649,6182.134
19,3.49158,43993.908,1412.343,8.937,-4975.82,5651.099,-28252.86,7103.85
20,3.48869,43957.62,1354.251,6.592,-4975.609,4438.503,-28399.158,7421.388
21,3.49255,44006.004,1333.944,5.245,-4967.776,4023.89,-28132.915,2122.089
22,3.48971,43970.472,1291.187,-5.393,-4963.993,3452.521,-28286.204,-2146.093
23,3.50098,44112.222,1332.712,-12.754,-4958.898,4055.641,-26271.651,-3420.938
24,3.48479,43908.48,1279.13,-11.112,-4961.655,3137.041,-25302.172,-3113.02
25,3.49741,44067.24,1271.298,-7.758,-4958.687,3052.149,-23718.081,-4848.979
26,3.49692,44061.192,1291.214,-7.231,-4963.033,3343.005,-23095.509,-3702.034
27,3.50013,44101.638,1353.588,-11.664,-4967.284,3869.127,-21308.211,-3427.748
28,3.50923,44216.172,1458.299,-9.885,-4981.183,5308.65,-21708.14,2772.917
29,3.49426,44247.924,1478.412,-13.083,-4980.18,6008.884,-22616.888,5520.582
