index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.2769,1046.15,4341.776,121.668,-5001.525,41057.95,-17260.314,21848.206
1,6.25204,1042.005,2259.674,11.977,-4972.035,27845.708,-17313.092,10664.169
2,4.6205,770.085,726.055,-29.29,-4937.049,13138.062,-18927.64,-3045.01
3,2.82629,471.05,123.334,22.857,-4924.431,-33.048,-30985.562,-7869.575
4,0.91075,151.79,400.142,40.682,-4899.002,-15.576,-30198.63,-3078.116
5,0.19696,32.825,460.942,26.647,-4899.932,-4.982,-28243.334,-1426.652
6,0.10056,16.76,460.792,38.57,-4901.158,-0.18,-27893.438,-1377.473
7,0.09279,15.465,460.676,46.912,-4904.44,-0.208,-27393.195,-1401.781
8,0.07936,13.225,457.033,53.807,-4902.65,-0.296,-27089.873,-1147.282
9,0.06552,10.975,454.845,58.648,-4897.718,-0.223,-26919.978,-801.503
