index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,0.02292,185.958,465.177,-2.017,-4965.745,-1.103,-28064.57,91.85
1,0.02067,167.703,465.407,-2.109,-4966.524,-0.748,-28068.415,83.035
2,0.01958,158.94,465.18,-5.751,-4966.562,1.297,-28067.66,71.356
3,0.02645,214.679,464.969,-5.701,-4965.875,1.262,-28069.798,91.154
4,0.04275,346.845,465.044,-4.989,-4966.065,1.135,-28049.094,145.69
5,0.05696,462.217,465.542,4.256,-4965.38,1.2,-28091.233,-164.797
6,0.05215,423.029,465.514,4.757,-4967.565,-1.552,-28117.705,-178.928
7,0.0489,396.742,466.635,5.206,-4969.44,-1.674,-28126.723,-170.068
8,0.03836,311.309,466.137,3.782,-4965.842,-1.42,-28119.28,-211.487
9,0.02418,196.18,465.314,-6.955,-4962.206,-1.013,-28102.546,233.297
10,0.02173,176.222,465.5,-9.526,-4962.662,0.982,-28098.627,249.955
11,0.01601,129.976,464.769,-10.467,-4964.226,50.848,-28028.11,268.844
12,0.00798,64.744,465.757,-11.009,-4964.833,66.361,-28114.879,213.712
13,0.00819,66.448,466.809,-10.471,-4964.406,45.817,-28135.798,204.308
14,0.03476,282.101,464.287,-10.643,-4960.032,1.932,-28122.203,241.481
15,0.05772,468.302,463.491,-10.183,-4957.554,1.152,-28083.011,332.693
16,0.06681,542.052,464.524,-10.161,-4961.728,1.238,-28098.579,-328.603
17,0.06199,502.864,464.564,8.854,-4963.057,-1.345,-28077.606,-449.483
18,0.05156,418.405,465.66,9.236,-4963.576,-1.459,-28060.148,-463.984
19,0.05623,456.132,466.067,9.976,-4963.048,-1.368,-28056.204,-398.967
20,0.05717,463.92,465.867,-9.678,-4962.354,1.673,-28076.037,-255.527
21,0.07746,628.459,465.769,-11.219,-4961.906,1.861,-28101.559,-381.824
22,0.07179,582.456,465.439,-11.388,-4963.654,-1.743,-28126.501,-475.981
23,0.05439,441.284,465.83,9.273,-4966.206,-1.32,-28108.064,-358.643
24,0.05653,458.566,465.224,6.317,-4964.718,1.336,-28042.581,282.759
25,0.06933,562.497,464.831,7.883,-4965.302,-1.136,-28105.431,253.809
26,0.06767,549.11,465.251,4.377,-4967.445,1.093,-28118.464,245.384
27,0.06748,547.407,465.751,-4.503,-4966.845,-1.073,-28140.682,-212.44
28,0.0519,421.082,466.008,-2.715,-4966.759,-1.095,-28124.177,-202.329
29,0.045,366.804,465.907,-2.451,-4966.678,-0.992,-28125.373,-160.779
