index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,4.93963,74160.162,2808.474,26.44,-4993.333,22927.993,-19245.043,9106.148
1,4.60679,69163.424,2510.769,-19.419,-4992.968,19870.743,-19071.661,3917.235
2,4.52221,67893.296,2509.895,17.092,-4972.071,18953.506,-24045.96,3087.625
3,4.66624,70055.666,2700.738,23.745,-4979.705,20245.773,-21900.108,8582.33
4,4.73247,71050.15,2704.647,40.554,-5018.512,20798.201,-18390.858,12942.917
5,4.57278,68652.67,2527.196,21.524,-5035.363,19632.773,-14404.632,17564.08
6,4.16525,62534.437,2105.746,-11.44,-5021.2,16391.932,-17290.567,15277.489
7,4.00541,60134.706,2122.328,12.58,-5000.013,14888.432,-20091.501,10210.62
8,4.2133,63255.527,2289.666,-17.077,-5023.093,16520.321,-14160.669,14408.918
9,4.4444,66725.409,2470.633,-29.435,-5032.834,18375.786,-10671.726,13640.021
10,4.75219,71346.062,2747.92,38.942,-5042.427,20990.694,-19657.184,20994.893
11,4.98123,74784.866,2911.624,69.223,-5038.503,23018.258,-23450.389,21357.399
12,5.01118,75234.366,2945.564,56.604,-5019.772,23267.291,-27405.521,16117.706
13,5.01406,75277.604,2982.988,51.314,-4965.493,23301.104,-29701.421,7320.699
14,5.1888,77901.184,3202.401,55.865,-4975.122,24977.223,-31046.593,10953.044
15,5.37378,80678.35,3475.067,51.325,-4988.354,26880.623,-28175.519,15561.192
16,5.61242,84261.282,3627.494,43.08,-5016.692,29250.805,-20814.639,19151.604
17,5.45035,81827.771,3408.868,44.908,-4999.356,27621.794,-21932.0,14890.14
18,5.53267,83063.669,3541.467,53.449,-4978.876,28403.227,-27275.464,12432.426
19,5.40571,81157.576,3293.222,15.506,-4984.888,27466.806,-21893.351,7959.416
20,5.02561,75451.008,2913.676,-28.013,-4969.179,23658.368,-21009.067,-3276.217
21,4.68108,70278.614,2582.943,17.325,-4967.373,20562.389,-30369.11,1346.207
22,4.46552,67042.49,2410.432,-19.662,-4975.781,18667.393,-23713.978,2775.71
23,4.26879,64088.767,2275.424,-25.624,-4978.708,16931.56,-16077.053,2717.974
24,4.33541,65089.106,2336.604,-31.285,-4953.953,17430.98,-16105.296,1416.764
25,4.233,63551.44,2230.057,-16.331,-4976.769,16760.722,-21366.57,6452.513
26,4.14659,62254.288,2218.721,-11.119,-4988.67,15959.534,-21466.762,8559.688
27,4.36834,65583.194,2490.642,16.811,-5029.728,17785.797,-16166.181,14371.576
28,4.86598,73054.43,2980.139,28.076,-5048.985,22104.526,-11460.909,18155.896
29,5.16039,77861.999,3135.14,39.509,-5023.445,24715.21,-14706.389,15388.44
