index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.34095,52.841,3515.221,64.63,-5020.61,42223.278,-25271.835,21907.078
1,6.51245,54.27,3901.905,79.385,-5061.813,41216.855,-13017.911,26759.754
2,6.41865,53.489,4243.27,135.559,-5032.389,38142.62,-16273.222,27215.016
3,6.09748,50.812,3831.142,90.76,-5019.512,29620.935,-20532.733,18140.302
4,5.91755,49.313,3761.802,113.205,-5064.948,26094.089,-18317.039,25114.391
5,6.20629,51.719,4064.4,99.559,-5042.102,27312.481,-16363.649,20493.708
6,6.70842,55.903,4609.251,76.052,-4985.291,30922.873,-17852.543,7049.381
7,7.20833,60.069,4883.296,94.164,-5021.933,35591.902,-19308.699,16436.501
8,5.87551,48.962,-649.843,38.349,-4979.504,14320.418,-29182.527,-6243.03
9,1.38985,11.582,392.114,35.028,-4901.451,-46.333,-31409.334,-5330.657
10,0.19437,1.62,553.807,13.23,-4911.371,-14.259,-28841.27,-1381.16
11,0.07985,0.665,506.494,10.161,-4885.913,-3.83,-29559.414,1218.406
12,-0.00837,0.07,522.052,-12.49,-4893.884,-5.572,-27903.605,1001.284
13,0.05141,0.428,491.358,-17.018,-4885.052,3.863,-27669.254,1092.375
14,0.07342,0.615,485.481,-11.95,-4860.665,-4.432,-28375.712,1150.894
