index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,6.14627,6140.134,2512.584,-114.741,-4984.994,44232.189,-14574.644,-6537.456
1,5.96419,5958.216,2273.389,-101.402,-5034.199,44865.369,-14327.359,12707.301
2,6.08964,6083.55,2624.448,-61.804,-5031.476,44256.632,-17737.29,13639.58
3,6.33341,6327.087,2495.795,-116.776,-5084.376,42389.154,-19132.11,32150.552
4,6.16625,6160.094,2447.156,-86.968,-5052.68,43602.681,-20994.22,18753.529
5,6.36082,6354.449,2307.551,-191.985,-5024.688,42113.56,8336.447,22292.44
6,6.23213,6225.908,2132.724,-210.31,-5006.486,43642.233,12219.816,11530.373
7,6.16728,6161.113,2392.687,-174.905,-4964.499,43856.472,5324.164,-11246.133
8,6.12673,6120.593,2203.315,-179.843,-4974.04,44134.322,-10944.863,5741.364
9,6.40493,6398.535,2288.073,-258.191,-5097.49,42241.013,14050.756,20815.863
10,6.01571,6009.704,2151.788,-232.605,-5076.051,44800.681,5906.145,16268.123
11,6.25349,6247.246,2393.836,-243.082,-5066.637,43786.059,16820.926,25764.032
12,6.10933,6103.211,2129.797,-207.09,-5064.377,44347.153,11417.002,23871.846
13,6.1191,6112.981,2456.018,-104.574,-5108.242,44301.414,-16350.264,26039.289
14,6.35906,6352.711,2247.89,-237.857,-4996.027,42547.291,10973.684,10959.261
15,5.94566,5939.724,2258.683,-208.11,-5102.146,44883.534,-8765.025,21731.38
16,6.14849,6142.352,2453.875,-169.984,-5164.888,43904.107,-5996.403,41886.02
17,6.0737,6067.636,2603.672,-118.809,-5058.33,44341.935,-22294.808,19940.976
18,6.45254,6446.097,2511.776,-148.081,-5066.275,42061.189,-17978.862,14924.823
19,6.29645,6290.164,2190.699,-185.714,-5035.819,42677.716,-11537.082,12651.685
20,6.54559,6539.034,2099.856,-258.479,-4979.937,41181.544,11025.225,5397.925
21,6.20767,6201.452,1879.032,-238.045,-4954.53,43795.689,5329.117,-5240.516
22,5.92936,5923.421,2122.83,-106.411,-4974.337,44967.636,-23299.966,-6761.186
23,5.99458,5988.575,2350.64,-151.41,-5040.648,44779.197,-16665.308,9067.883
24,6.16046,6154.31,2436.439,-132.266,-5127.161,43998.598,-7963.465,32964.83
25,6.22075,6214.519,2198.815,-175.749,-5012.106,43882.508,-7719.064,14275.421
26,6.26308,6256.807,2231.442,-215.241,-5032.742,42893.154,8267.966,13499.83
27,6.11329,6107.167,2236.425,-227.566,-5029.722,43916.236,18558.594,12754.249
28,6.44912,6442.681,2253.251,-196.014,-5013.226,42190.672,7066.684,5183.381
29,5.98686,6010.783,2027.616,-104.235,-4965.973,44518.592,-12219.038,-13883.636
