index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,4.73209,71044.294,2777.428,-11.01,-5031.245,20849.165,-5586.012,13947.836
1,4.58769,68876.519,2536.665,22.015,-5032.686,19783.134,-12473.195,17465.97
2,4.25497,63881.133,2206.486,-21.968,-5014.03,17019.816,-12837.497,11179.664
3,4.18903,62891.154,2250.643,18.824,-5027.858,16306.707,-17830.25,17633.678
4,4.1345,62072.777,2118.473,29.185,-5009.095,16073.351,-22754.52,15769.812
5,3.757,56404.943,1809.659,-13.619,-4985.669,13298.708,-22707.99,9407.814
6,3.77768,56715.719,1977.324,14.0,-4982.43,13321.348,-25085.842,7979.257
7,4.24374,63712.683,2420.165,23.283,-4980.965,16898.796,-25776.426,11213.564
8,4.81945,72355.859,2940.983,20.72,-5004.864,21731.689,-19576.606,13443.514
9,5.37625,80715.283,3447.575,51.222,-5028.743,26995.567,-18532.544,16881.76
10,5.51799,82843.423,3416.031,51.099,-5052.716,28499.143,-12724.177,17474.573
11,4.98452,74834.41,2805.544,-20.05,-5033.002,23615.982,-10616.207,11833.912
12,4.64828,69786.327,2642.414,-44.122,-4997.44,20095.672,-17618.425,4777.169
13,4.96586,74554.262,3053.545,-23.826,-4993.728,23002.962,-24410.903,7759.58
14,5.17414,77680.938,3135.927,-38.665,-4986.161,24811.945,-22211.978,2870.309
15,5.1611,77485.465,3081.455,-56.364,-4982.195,24757.621,-19898.343,-2329.312
16,5.04452,75735.21,2976.849,23.979,-4999.453,23707.122,-24817.658,10039.714
17,4.77332,71663.594,2648.827,-22.533,-4983.899,21344.412,-22756.934,5551.261
18,4.6032,69109.376,2462.156,-26.752,-5002.667,19795.584,-19183.472,8513.747
19,4.56579,68547.727,2563.173,17.698,-5004.478,19339.539,-25759.372,11098.551
20,4.70302,70607.857,2749.2,48.27,-4978.228,20558.314,-27244.784,9693.437
21,5.14902,77303.954,3277.189,60.294,-4994.199,24765.117,-27663.491,13957.653
22,5.4327,81562.936,3408.203,81.161,-4975.403,27363.098,-33789.802,10481.169
23,5.41252,81259.817,3393.734,88.947,-4951.182,27178.013,-34916.505,10235.449
24,5.47311,82169.625,3461.155,38.201,-4958.236,27838.267,-26696.512,5506.201
25,5.26845,79096.996,3220.937,36.34,-5009.043,26056.147,-17176.766,13654.868
26,4.79622,72007.25,2684.079,33.576,-5000.438,21931.257,-20024.99,8577.42
27,4.32306,64903.541,2296.032,22.129,-5005.597,17509.974,-19680.618,13355.643
28,4.20415,63118.155,2179.204,23.659,-5001.641,16452.444,-20302.416,10268.348
29,4.31511,65108.022,2433.763,-17.346,-5005.077,17408.731,-13356.134,8058.47
