index,rpm,rev_30y,Fx [kN],Fy [kN],Fz [kN],Mx [kNm],My [kNm],Mz [kNm]
0,4.84205,72695.461,2791.424,41.251,-4984.382,21789.659,-22878.595,10443.345
1,4.70123,70581.283,2640.269,31.344,-4997.97,20584.012,-19578.051,11590.276
2,4.53796,68129.756,2484.787,16.773,-5027.285,19198.035,-17121.141,12668.411
3,4.5587,68441.433,2560.56,-13.228,-5020.952,19280.054,-16276.68,10389.583
4,4.37431,65672.824,2283.291,-21.892,-5000.674,18108.052,-18551.305,4843.765
5,4.08796,61373.756,2128.09,-29.374,-4982.143,15517.372,-20629.722,-1848.785
6,4.17307,62651.541,2223.249,-44.702,-4996.014,16162.262,-16256.264,5090.74
7,4.22132,63376.234,2232.62,-16.948,-4977.489,16513.884,-21912.779,2853.219
8,4.49137,67430.285,2544.262,37.489,-4965.539,18823.327,-29989.331,7460.555
9,4.6297,69507.079,2710.865,43.723,-4976.132,19934.949,-28083.702,8627.922
10,5.08278,76309.47,3184.441,53.267,-5011.889,24116.638,-24958.635,14938.539
11,5.32755,79984.284,3246.338,12.625,-5034.44,26302.799,-15013.651,14485.326
12,5.43381,81579.601,3456.311,-28.396,-4982.73,27479.264,-18768.106,4723.462
13,5.63297,84569.806,3600.762,55.986,-4976.04,29467.898,-29513.184,9389.434
14,5.47625,82216.917,3418.566,64.235,-4995.54,27942.03,-27912.855,14657.686
15,5.34009,80172.551,3282.026,57.786,-5043.435,26604.226,-20963.336,24860.823
16,5.08932,76407.658,3037.309,60.171,-5048.528,24283.333,-22272.307,25969.242
17,4.79197,71943.293,2731.976,41.857,-5011.256,21452.741,-23951.729,15938.541
18,4.8402,72667.536,2914.587,38.917,-5008.048,21797.196,-24566.369,11712.333
19,4.96382,74523.634,2924.766,46.697,-4998.204,23065.052,-26383.146,9959.051
20,4.61609,69303.048,2555.553,19.944,-4997.804,19967.027,-22368.32,12556.087
21,4.5454,68241.455,2551.191,34.167,-5000.035,19174.85,-22124.349,11995.219
22,4.66929,70101.607,2614.947,25.561,-4972.562,20228.358,-26547.265,6148.326
23,4.55831,68435.578,2508.849,-31.683,-4992.498,19396.041,-16593.426,2971.404
24,4.37936,65748.942,2362.283,-41.841,-5020.357,17829.83,-8984.475,10102.565
25,4.43556,66592.541,2442.92,-27.201,-5016.0,18243.986,-10070.349,12278.65
26,4.59359,68965.248,2638.949,38.461,-5011.194,19620.467,-21722.352,16710.985
27,4.79255,71952.301,2781.182,44.85,-4995.647,21304.631,-21944.731,13475.885
28,4.82432,72429.274,2759.568,22.038,-4992.621,21596.346,-14938.208,7929.529
29,4.86559,73413.849,2836.287,32.313,-5006.664,21962.412,-16073.452,11508.5
